Order	Family	Genus	Species	Red_List_status	Population_trend	IUCN.NUM	POP.NUM	Suit0k	Suit21k	Range0k	Range21k	DeltaRange	LogDR	DeltaSuit	LogDS	AdultBodyMass_g	LogBMg	GroupBMg
PRIMATES	CERCOPITHECIDAE	Trachypithecus	Trachypithecus_geei	EN	NA	1	NA	0.900615282	0.934104885	4	6	-0.333333333	-0.405465108	-0.03585208	-0.036510552	8356	9.030735123	9
PRIMATES	CERCOPITHECIDAE	Trachypithecus	Trachypithecus_germaini	EN	decreasing	1	1	0.774403412	0.331551243	201	45	3.466666667	1.496642418	1.335697505	0.848310564	6300	8.748304912	9
PRIMATES	CERCOPITHECIDAE	Trachypithecus	Trachypithecus_hatinhensis	EN	decreasing	1	1	0.666569359	0.520946022	39	17	1.294117647	0.830348302	0.279536327	0.246497767	9150	9.121509158	9
PRIMATES	CERCOPITHECIDAE	Trachypithecus	Trachypithecus_johnii	VU	decreasing	1	1	0.903828546	0.898867797	24	25	-0.04	-0.040821995	0.005518887	0.005503714	10595.08	9.268145021	9
PRIMATES	CERCOPITHECIDAE	Trachypithecus	Trachypithecus_laotum	VU	decreasing	1	1	0.281295843	0.67712873	24	604	-0.960264901	-3.225520368	-0.584575532	-0.878454467	9150	9.121509158	9
PRIMATES	CERCOPITHECIDAE	Trachypithecus	Trachypithecus_obscurus	NT	decreasing	0	1	0.327569094	0.176462073	250	255	-0.019607843	-0.019802627	0.856314431	0.618593033	7247.88	8.888464291	9
PRIMATES	CERCOPITHECIDAE	Trachypithecus	Trachypithecus_phayrei	EN	decreasing	1	1	0.784892919	0.830231884	539	615	-0.123577236	-0.131906697	-0.054610002	-0.05615774	7681.72	8.946598759	9
PRIMATES	CERCOPITHECIDAE	Trachypithecus	Trachypithecus_pileatus	VU	decreasing	1	1	0.893602978	0.781873856	178	131	0.358778626	0.306586227	0.142899166	0.133568163	11219.93	9.32544694	9
PRIMATES	CERCOPITHECIDAE	Trachypithecus	Trachypithecus_poliocephalus	CR	decreasing	1	1	0.644050256	0.862590157	8	23	-0.652173913	-1.056052674	-0.253353112	-0.292162913	9000	9.104979856	9
PRIMATES	CERCOPITHECIDAE	Trachypithecus	Trachypithecus_vetulus	EN	decreasing	1	1	0.960243572	0.855617545	24	18	0.333333333	0.287682072	0.122281302	0.115363491	7205.08	8.882541612	9
CETARTIODACTYLA	TRAGULIDAE	Tragulus	Tragulus_javanicus	DD	unknown	NA	NA	0.819386958	0.760071902	58	24	1.416666667	0.88238918	0.078038743	0.075143412	1889.93	7.54429507	8
CETARTIODACTYLA	TRAGULIDAE	Tragulus	Tragulus_kanchil	LC	unknown	0	NA	0.797188174	0.770284215	1112	1192	-0.067114094	-0.069472373	0.034927314	0.034331197	2000	7.60090246	8
CETARTIODACTYLA	TRAGULIDAE	Tragulus	Tragulus_napu	LC	decreasing	0	1	0.884681161	0.659741791	682	584	0.167808219	0.155128675	0.340950616	0.293378777	5273.67	8.570481794	9
CHIROPTERA	HIPPOSIDERIDAE	Triaenops	Triaenops_persicus	LC	unknown	0	NA	0.659188821	0.90964302	6	19	-0.684210526	-1.15267951	-0.275332404	-0.322042218	13.18	2.578700529	3
RODENTIA	HYSTRICIDAE	Trichys	Trichys_fasciculata	LC	stable	0	0	0.74048067	0.457106978	558	82	5.804878049	1.917639715	0.619928605	0.482382077	1750	7.467371067	7
RODENTIA	SCIURIDAE	Trogopterus	Trogopterus_xanthipes	NT	decreasing	0	1	0.649272291	0.847051423	194	352	-0.448863636	-0.595773017	-0.233491293	-0.265909221	744.937	6.613299651	7
RODENTIA	MURIDAE	Tryphomys	Tryphomys_adustus	DD	unknown	NA	NA	0.778760659	0.898303486	7	10	-0.3	-0.356674944	-0.133076213	-0.142804211	141.0605074	4.949188929	5
RODENTIA	CRICETIDAE	Tscherskia	Tscherskia_triton	LC	unknown	0	NA	0.764439061	0.814789395	114	86	0.325581395	0.281851152	-0.061795519	-0.063787357	25	3.218875825	3
SCANDENTIA	TUPAIIDAE	Tupaia	Tupaia_belangeri	LC	stable	0	0	0.799231055	0.811644854	1096	1236	-0.113268608	-0.120213171	-0.015294618	-0.015412787	200	5.298317367	5
SCANDENTIA	TUPAIIDAE	Tupaia	Tupaia_dorsalis	DD	decreasing	NA	1	0.870832598	0.50256444	214	14	14.28571429	2.726918685	0.732777985	0.549725892	168.05	5.124261554	5
SCANDENTIA	TUPAIIDAE	Tupaia	Tupaia_glis	LC	decreasing	0	1	0.908591108	0.497392074	306	33	8.272727273	2.22707754	0.826710067	0.602516572	132.43	4.886054204	5
SCANDENTIA	TUPAIIDAE	Tupaia	Tupaia_gracilis	LC	decreasing	0	1	0.565105283	0.297629356	283	170	0.664705882	0.509648461	0.898687984	0.641163113	111.95	4.718052343	5
SCANDENTIA	TUPAIIDAE	Tupaia	Tupaia_javanica	LC	decreasing	0	1	0.734973433	0.455400512	152	50	2.04	1.111857515	0.613905592	0.478657075	105	4.65396035	5
SCANDENTIA	TUPAIIDAE	Tupaia	Tupaia_longipes	LC	decreasing	0	1	0.435976003	0.231460452	325	277	0.173285199	0.159807676	0.883587451	0.633178177	168.05	5.124261554	5
SCANDENTIA	TUPAIIDAE	Tupaia	Tupaia_minor	LC	decreasing	0	1	0.920877494	0.630695574	480	47	9.212765957	2.323638502	0.460098234	0.378503717	70	4.248495242	4
SCANDENTIA	TUPAIIDAE	Tupaia	Tupaia_montana	LC	unknown	0	NA	0.848408267	0.617369811	130	29	3.482758621	1.50023862	0.374230245	0.317893752	168.05	5.124261554	5
SCANDENTIA	TUPAIIDAE	Tupaia	Tupaia_palawanensis	LC	stable	0	0	0.581715699	0.846316203	16	35	-0.542857143	-0.782759339	-0.312649697	-0.374911214	168.05	5.124261554	5
SCANDENTIA	TUPAIIDAE	Tupaia	Tupaia_picta	LC	decreasing	0	1	0.549897171	0.310264302	197	140	0.407142857	0.341561306	0.772350757	0.572306777	168.05	5.124261554	5
SCANDENTIA	TUPAIIDAE	Tupaia	Tupaia_splendidula	LC	decreasing	0	1	0.687082693	0.250833889	183	34	4.382352941	1.683125628	1.739194038	1.00766373	168.05	5.124261554	5
SCANDENTIA	TUPAIIDAE	Tupaia	Tupaia_tana	LC	decreasing	0	1	0.465005638	0.264533558	693	210	2.3	1.193922468	0.757832324	0.564081416	182.33	5.205818232	5
CHIROPTERA	VESPERTILIONIDAE	Tylonycteris	Tylonycteris_pachypus	LC	unknown	0	NA	0.835274659	0.813945774	1801	1735	0.038040346	0.037334653	0.026204307	0.025866856	4.1	1.410986974	1
CHIROPTERA	VESPERTILIONIDAE	Tylonycteris	Tylonycteris_robustula	LC	unknown	0	NA	0.702527102	0.729456137	1419	1569	-0.095602294	-0.100486076	-0.036916592	-0.037615259	7.98	2.076938411	2
RODENTIA	PLATACANTHOMYIDAE	Typhlomys	Typhlomys_cinereus	LC	decreasing	0	1	0.864922813	0.782908407	501	385	0.301298701	0.263362767	0.104756068	0.099624557	41.675	3.729901429	4
SCANDENTIA	TUPAIIDAE	Tupaia	Urogale_everetti	LC	stable	0	0	0.912583218	0.67268227	51	20	1.55	0.936093359	0.356633375	0.305006171	300.79	5.706412347	6
EULIPOTYPHLA	TALPIDAE	Uropsilus	Uropsilus_gracilis	LC	unknown	0	NA	0.705049865	0.813615161	218	280	-0.221428571	-0.25029454	-0.133435685	-0.143218949	46.84098624	3.846758594	4
CARNIVORA	URSIDAE	Ursus	Ursus_arctos	LC	stable	0	0	0.935091483	0.921863799	43	43	0	0	0.014348849	0.014246878	196287.5	12.1873357	12
CARNIVORA	URSIDAE	Ursus	Ursus_thibetanus	VU	decreasing	1	1	0.629580207	0.80324628	1651	2664	-0.380255255	-0.478447588	-0.216205264	-0.243608109	99714.19	11.51006327	12
RODENTIA	MURIDAE	Vandeleuria	Vandeleuria_nilagirica	EN	decreasing	1	1	0.713691761	0.896215723	12	36	-0.666666667	-1.098612289	-0.203660745	-0.227729984	141.0605074	4.949188929	5
RODENTIA	MURIDAE	Vandeleuria	Vandeleuria_oleracea	LC	stable	0	0	0.777349434	0.773619054	1664	1684	-0.011876485	-0.011947573	0.004821985	0.004810397	141.0605074	4.949188929	5
RODENTIA	MURIDAE	Vernaya	Vernaya_fulva	LC	unknown	0	NA	0.908513019	0.824400101	55	39	0.41025641	0.343771539	0.102029242	0.097153246	24.85	3.212857753	3
CHIROPTERA	VESPERTILIONIDAE	Vespertilio	Vespertilio_sinensis	LC	unknown	0	NA	0.695463476	0.849149203	139	298	-0.533557047	-0.762619553	-0.180987895	-0.199656415	24.3	3.19047635	3
CARNIVORA	VIVERRIDAE	Viverra	Viverra_civettina	CR	decreasing	1	1	0.800843406	0.799577945	27	26	0.038461538	0.037740328	0.001582661	0.00158141	12061.27	9.397754772	9
CARNIVORA	VIVERRIDAE	Viverra	Viverra_megaspila	EN	decreasing	1	1	0.682790495	0.70449758	1097	1291	-0.150271108	-0.162837931	-0.03081215	-0.031296826	9250	9.132378831	9
CARNIVORA	VIVERRIDAE	Viverra	Viverra_tangalunga	LC	stable	0	0	0.985100975	0.815203088	680	284	1.394366197	0.87311856	0.208411731	0.189306878	7349.99	8.902454232	9
CARNIVORA	VIVERRIDAE	Viverra	Viverra_zibetha	LC	decreasing	0	1	0.565628393	0.680400419	1756	2792	-0.371060172	-0.46371969	-0.168683063	-0.184744164	9148.77	9.121374723	9
CARNIVORA	VIVERRIDAE	Viverricula	Viverricula_indica	LC	stable	0	0	0.892634969	0.857331819	2728	2823	-0.033652143	-0.034231409	0.04117793	0.040352697	2918.88	7.97895526	8
CARNIVORA	MUSTELIDAE	Vormela	Vormela_peregusna	VU	decreasing	1	1	0.524736567	0.910843998	9	68	-0.867647059	-2.022283128	-0.423900725	-0.551475281	594.13	6.387098151	6
CARNIVORA	CANIDAE	Vulpes	Vulpes_bengalensis	LC	decreasing	0	1	0.927878173	0.787459678	1118	1032	0.083333333	0.080042708	0.17831833	0.164088278	2514.4	7.829789485	8
CARNIVORA	CANIDAE	Vulpes	Vulpes_cana	LC	stable	0	0	0.576492104	0.903412082	30	56	-0.464285714	-0.624154309	-0.361872488	-0.449217153	988.5	6.896188643	7
CARNIVORA	CANIDAE	Vulpes	Vulpes_ferrilata	LC	unknown	0	NA	0.962149142	0.867889658	76	51	0.490196078	0.398907708	0.108607682	0.103104887	5543.74	8.620424642	9
CARNIVORA	CANIDAE	Vulpes	Vulpes_rueppellii	LC	stable	0	0	0.585421653	0.871889866	37	69	-0.463768116	-0.623188592	-0.328560089	-0.398330752	3249.97	8.086401045	8
CARNIVORA	CANIDAE	Vulpes	Vulpes_vulpes	LC	stable	0	0	0.868584603	0.884961364	1816	1990	-0.087437186	-0.091498359	-0.018505622	-0.018678993	4820.36	8.480603893	8
