Order	Family	Genus	Species	Red_List_status	Population_trend	IUCN.NUM	POP.NUM	Suit0k	Suit21k	Range0k	Range21k	DeltaRange	LogDR	DeltaSuit	LogDS	AdultBodyMass_g	LogBMg	GroupBMg
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_canuti	VU	decreasing	1	1	0.417889962	0.793542313	42	310	-0.864516129	-1.998902679	-0.473386667	-0.641288713	11.14952381	2.411396789	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_celebensis	LC	unknown	0	NA	0.88251882	0.694808951	58	8	6.25	1.981001469	0.270160408	0.239143198	11.14952381	2.411396789	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_coelophyllus	LC	unknown	0	NA	0.835723941	0.745111979	267	218	0.224770642	0.202753596	0.121608516	0.11476383	7.07	1.95586048	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_convexus	DD	unknown	NA	NA	0.369081507	0.690248954	57	342	-0.833333333	-1.791759469	-0.465292189	-0.62603483	11.14952381	2.411396789	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_creaghi	LC	decreasing	0	1	0.866205311	0.606102482	245	50	3.9	1.589235205	0.429140018	0.357072877	11.14952381	2.411396789	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_ferrumequinum	LC	decreasing	0	1	0.75905496	0.891398633	669	929	-0.279870829	-0.328324679	-0.14846744	-0.160717541	22.59	3.11750733	3
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_formosae	NT	decreasing	0	1	0.908668185	0.523635659	19	4	3.75	1.558144618	0.735306159	0.551183858	11.14952381	2.411396789	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_inops	LC	stable	0	0	0.840818041	0.550122864	173	101	0.712871287	0.538171078	0.528418643	0.424233634	13.65	2.613739522	3
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_lepidus	LC	unknown	0	NA	0.719903865	0.622447351	1835	1645	0.11550152	0.109304097	0.156569891	0.145458634	5.46	1.69744879	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_luctus	LC	unknown	0	NA	0.645657469	0.75351585	1945	2576	-0.244953416	-0.280975831	-0.143140162	-0.154480923	34.07	3.528417232	4
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_macrotis	LC	stable	0	0	0.405476802	0.583879712	1408	2769	-0.491513182	-0.676315986	-0.305547369	-0.364631326	6.18	1.821318271	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_madurensis	VU	decreasing	1	1	0.471021171	0.874658332	5	28	-0.821428571	-1.722766598	-0.461479811	-0.618930291	11.14952381	2.411396789	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_malayanus	LC	stable	0	0	0.649921534	0.664381812	935	1116	-0.16218638	-0.176959614	-0.021765012	-0.022005364	6.73	1.906575144	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_marshalli	LC	unknown	0	NA	0.449719324	0.572328002	680	1174	-0.420783646	-0.546079202	-0.21422799	-0.241088592	5.02	1.613429934	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_paradoxolophus	LC	unknown	0	NA	0.740424897	0.70072378	277	270	0.025925926	0.025595547	0.056657299	0.055110434	8.17	2.100468909	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_pearsonii	LC	unknown	0	NA	0.697715066	0.785288412	1168	1562	-0.252240717	-0.290674167	-0.111517431	-0.11824025	11.55	2.446685437	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_philippinensis	LC	unknown	0	NA	0.667297497	0.520033406	372	225	0.653333333	0.502793452	0.283181982	0.249342916	10.91	2.3896798	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_pusillus	LC	unknown	0	NA	0.500697719	0.62512273	1936	3017	-0.35830295	-0.443638971	-0.199040933	-0.221945435	5.15	1.638996715	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_rex	LC	decreasing	0	1	0.330399668	0.530977331	349	675	-0.482962963	-0.659640769	-0.37775184	-0.474416294	11.14952381	2.411396789	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_robinsoni	NT	decreasing	0	1	0.580490541	0.509106337	100	56	0.785714286	0.579818495	0.140214725	0.1312166	8.54	2.144761008	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_rouxii	LC	unknown	0	NA	0.616338839	0.547686343	987	847	0.165289256	0.152969345	0.125350024	0.11809412	12.25	2.505525937	3
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_rufus	NT	decreasing	0	1	0.894951945	0.567346534	112	11	9.181818182	2.320603598	0.577434411	0.455799736	11.14952381	2.411396789	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_sedulus	NT	decreasing	0	1	0.467750715	0.236766526	329	302	0.089403974	0.085630733	0.975577899	0.680860962	8.74	2.16791019	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_shameli	LC	unknown	0	NA	0.698476821	0.676180232	393	355	0.107042254	0.101691822	0.032974328	0.032442338	9.61	2.262804223	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_shortridgei	LC	unknown	0	NA	0.78482948	0.817358862	781	927	-0.157497303	-0.171378416	-0.039798164	-0.040611771	11.14952381	2.411396789	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_siamensis	LC	unknown	0	NA	0.706611885	0.752009474	153	175	-0.125714286	-0.134348053	-0.060368374	-0.062267368	11.14952381	2.411396789	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_sinicus	LC	unknown	0	NA	0.860671216	0.857253525	738	818	-0.097799511	-0.102918512	0.003986791	0.003978865	11.14952381	2.411396789	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_stheno	LC	stable	0	0	0.658132718	0.698531837	1119	1456	-0.231456044	-0.26325752	-0.057834328	-0.059574147	7.92	2.069391206	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_subbadius	LC	decreasing	0	1	0.750350725	0.764857156	142	162	-0.12345679	-0.131769278	-0.018966196	-0.019148362	11.14952381	2.411396789	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_subrufus	DD	unknown	NA	NA	0.891424594	0.596243605	121	25	3.84	1.576914721	0.495067767	0.402171535	11.14952381	2.411396789	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_thomasi	LC	unknown	0	NA	0.663995398	0.7373546	689	974	-0.292607803	-0.346170033	-0.099489719	-0.104793698	8.26	2.111424588	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_trifoliatus	LC	unknown	0	NA	0.812832107	0.691617909	772	756	0.021164021	0.020943174	0.175261798	0.161490929	15.16	2.71866038	3
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_virgo	LC	stable	0	0	0.921391694	0.567598109	179	9	18.88888889	2.990161229	0.62331706	0.484471624	6.06	1.8017098	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_yunanensis	LC	unknown	0	NA	0.676187097	0.794759478	311	492	-0.367886179	-0.458685804	-0.149192786	-0.161569716	19.33	2.961658293	3
PRIMATES	CERCOPITHECIDAE	Rhinopithecus	Rhinopithecus_avunculus	CR	decreasing	1	1	0.159570046	0.366721426	372	1722	-0.783972125	-1.532347831	-0.564873949	-0.832119516	9086.19	9.114510957	9
CHIROPTERA	RHINOPOMATIDAE	Rhinopoma	Rhinopoma_hardwickii	LC	stable	0	0	0.935050396	0.777051933	1120	977	0.146366428	0.136597312	0.203330636	0.185093242	13.1	2.57261223	3
CHIROPTERA	RHINOPOMATIDAE	Rhinopoma	Rhinopoma_microphyllum	LC	stable	0	0	0.758918876	0.583765921	830	757	0.096433289	0.092062447	0.300039705	0.262394806	28.02	3.332918541	3
CHIROPTERA	RHINOPOMATIDAE	Rhinopoma	Rhinopoma_muscatellum	LC	unknown	0	NA	0.64599618	0.694045034	334	392	-0.147959184	-0.160120847	-0.069230168	-0.071743259	9.13	2.211565695	2
RODENTIA	SCIURIDAE	Rhinosciurus	Rhinosciurus_laticaudatus	NT	decreasing	0	1	0.964388693	0.569666421	384	22	16.45454545	2.859600099	0.692900717	0.526443458	230.3	5.439382807	5
RODENTIA	SPALACIDAE	Rhizomys	Rhizomys_pruinosus	LC	stable	0	0	0.526814746	0.643179862	1338	2005	-0.332668329	-0.404468099	-0.180921579	-0.199575448	2450	7.803843304	8
RODENTIA	SPALACIDAE	Rhizomys	Rhizomys_sinensis	LC	unknown	0	NA	0.912393825	0.827727502	677	555	0.21981982	0.198703159	0.102287676	0.097387726	82.495	4.412737685	4
RODENTIA	SPALACIDAE	Rhizomys	Rhizomys_sumatrensis	LC	unknown	0	NA	0.542290558	0.614637876	1098	1528	-0.281413613	-0.330469348	-0.117707224	-0.125231333	2500	7.824046011	8
RODENTIA	MURIDAE	Rhynchomys	Rhynchomys_soricoides	NT	decreasing	0	1	0.598583407	0.807385553	7	12	-0.416666667	-0.538996501	-0.258615163	-0.299235441	187	5.231108617	5
CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus_aegyptiacus	LC	stable	0	0	0.685948485	0.905852119	7	33	-0.787878788	-1.550597412	-0.242758867	-0.278073539	134	4.8978398	5
CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus_amplexicaudatus	LC	unknown	0	NA	0.84096418	0.783430065	1373	1330	0.032330827	0.031819185	0.073438737	0.070867268	74.37	4.309052635	4
CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus_leschenaultii	LC	stable	0	0	0.761344531	0.764030397	2523	2690	-0.062081784	-0.064092524	-0.003515391	-0.003521584	84.88	4.441238494	4
CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus_spinalatus	VU	decreasing	1	1	0.88830828	0.566844837	56	12	3.666666667	1.540445041	0.567110119	0.449233235	92.32	4.525260803	5
CETARTIODACTYLA	CERVIDAE	Rucervus	Rucervus_duvaucelii	VU	decreasing	1	1	0.782948709	0.731632808	84	85	-0.011764706	-0.011834458	0.070138874	0.067788429	171223.9	12.05072734	12
CETARTIODACTYLA	CERVIDAE	Rucervus	Rucervus_eldii	EN	decreasing	1	1	0.744969882	0.590306208	249	120	1.075	0.729961154	0.262005841	0.232702392	95471.61	11.4665842	11
CETARTIODACTYLA	CERVIDAE	Rusa	Rusa_alfredi	EN	decreasing	1	1	0.806483687	0.73156772	13	4	2.25	1.178654996	0.102404692	0.097493877	46475.04	10.74667067	11
CETARTIODACTYLA	CERVIDAE	Rusa	Rusa_marianna	VU	decreasing	1	1	0.959404825	0.594435501	155	12	11.91666667	2.558518467	0.613976324	0.478700901	49457.61	10.80887122	11
CETARTIODACTYLA	CERVIDAE	Rusa	Rusa_timorensis	VU	decreasing	1	1	0.590343386	0.850068806	41	85	-0.517647059	-0.72907919	-0.305534585	-0.364612916	66375.5	11.10308329	11
CETARTIODACTYLA	CERVIDAE	Rusa	Rusa_unicolor	VU	decreasing	1	1	0.776079458	0.801065379	2632	2799	-0.059664166	-0.061518197	-0.031190864	-0.031687656	177522.9	12.08685489	12
CHIROPTERA	EMBALLONURIDAE	Saccolaimus	Saccolaimus_saccolaimus	LC	unknown	0	NA	0.802975026	0.566415403	1313	923	0.422535211	0.35244064	0.417643344	0.348995876	43	3.761200116	4
RODENTIA	MURIDAE	Saxatilomys	Saxatilomys_paulinae	DD	unknown	NA	NA	0.581578721	0.891258602	7	29	-0.75862069	-1.421385681	-0.347463554	-0.426888285	141.0605074	4.949188929	5
EULIPOTYPHLA	TALPIDAE	Scapanulus	Scapanulus_oweni	LC	unknown	0	NA	0.369839608	0.835274868	30	305	-0.901639344	-2.319114395	-0.557224069	-0.814691435	36.64	3.60114054	4
EULIPOTYPHLA	TALPIDAE	Scaptonyx	Scaptonyx_fusicaudus	LC	unknown	0	NA	0.606436842	0.779842519	299	498	-0.399598394	-0.510156504	-0.222359864	-0.251491413	19.41	2.965788397	3
RODENTIA	SCIURIDAE	Sciurotamias	Sciurotamias_davidianus	LC	unknown	0	NA	0.741613125	0.852477258	245	338	-0.275147929	-0.321787685	-0.130049374	-0.139318821	433.51	6.071914864	6
RODENTIA	SCIURIDAE	Sciurotamias	Sciurotamias_forresti	LC	unknown	0	NA	0.74998526	0.758543323	138	115	0.2	0.182321557	-0.011282234	-0.011346361	433.51	6.071914864	6
CHIROPTERA	VESPERTILIONIDAE	Scotoecus	Scotoecus_pallidus	LC	unknown	0	NA	0.652962816	0.657316429	433	499	-0.132264529	-0.141868368	-0.006623313	-0.006645345	6.475	1.867948608	2
CHIROPTERA	VESPERTILIONIDAE	Scotomanes	Scotomanes_ornatus	LC	unknown	0	NA	0.772274103	0.801489851	1059	1190	-0.110084034	-0.116628241	-0.0364518	-0.037132767	22.24	3.101892469	3
CHIROPTERA	VESPERTILIONIDAE	Scotophilus	Scotophilus_collinus	LC	unknown	0	NA	0.745610013	0.501940869	88	30	1.933333333	1.076139433	0.485453884	0.395720371	24.74625	3.208673962	3
CHIROPTERA	VESPERTILIONIDAE	Scotophilus	Scotophilus_heathii	LC	stable	0	0	0.855624172	0.819064053	2059	1969	0.045708481	0.044694628	0.044636459	0.043668939	36.13	3.587123545	4
CHIROPTERA	VESPERTILIONIDAE	Scotophilus	Scotophilus_kuhlii	LC	stable	0	0	0.713473063	0.735252435	2437	2375	0.026105263	0.025770337	-0.029621625	-0.030069207	20.31	3.011113376	3
CHIROPTERA	VESPERTILIONIDAE	Scotozous	Scotozous_dormeri	LC	stable	0	0	0.846253435	0.575939177	910	664	0.370481928	0.31516245	0.469345149	0.384816824	6.79	1.915450942	2
PRIMATES	CERCOPITHECIDAE	Semnopithecus	Semnopithecus_dussumieri	LC	stable	0	0	0.908076566	0.618934352	519	163	2.18404908	1.158153682	0.467161362	0.383329488	17200	9.752664663	10
PRIMATES	CERCOPITHECIDAE	Semnopithecus	Semnopithecus_entellus	LC	decreasing	0	1	0.933250907	0.493364323	258	32	7.0625	2.087223682	0.891605987	0.637426197	12679.29	9.447725233	9
PRIMATES	CERCOPITHECIDAE	Semnopithecus	Semnopithecus_hector	NT	decreasing	0	1	0.96121262	0.840384353	67	33	1.03030303	0.708185058	0.143777388	0.134336283	17200	9.752664663	10
PRIMATES	CERCOPITHECIDAE	Semnopithecus	Semnopithecus_hypoleucos	VU	decreasing	1	1	0.901113349	0.89894665	20	18	0.111111111	0.105360516	0.002410265	0.002407365	10026.65	9.213001827	9
PRIMATES	CERCOPITHECIDAE	Semnopithecus	Semnopithecus_priam	NT	decreasing	0	1	0.938489345	0.673891675	134	36	2.722222222	1.314320861	0.392641251	0.331202125	17200	9.752664663	10
PRIMATES	CERCOPITHECIDAE	Semnopithecus	Semnopithecus_schistaceus	LC	decreasing	0	1	0.924982497	0.878991348	70	63	0.111111111	0.105360516	0.052322641	0.05099976	19800	9.893437217	10
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_bedfordiae	LC	unknown	0	NA	0.635142491	0.8004458	195	312	-0.375	-0.470003629	-0.206514056	-0.231319454	7.325418324	1.991350262	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_cylindricauda	LC	unknown	0	NA	0.628469507	0.880601744	11	27	-0.592592593	-0.897941593	-0.286318121	-0.337317964	7.325418324	1.991350262	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_excelsus	LC	unknown	0	NA	0.453002636	0.713080438	132	294	-0.551020408	-0.800777845	-0.364724354	-0.453696286	7.5	2.014903021	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_minutus	LC	stable	0	0	0.899327842	0.86121805	69	52	0.326923077	0.282862786	0.044251037	0.043299917	4.32	1.463255402	1
EULIPOTYPHLA	SORICIDAE	Soriculus	Soriculus_nigrescens	LC	unknown	0	NA	0.892456763	0.908717262	60	69	-0.130434783	-0.139761942	-0.017893904	-0.018055935	14.58	2.679650727	3
CHIROPTERA	PTEROPODIDAE	Sphaerias	Sphaerias_blanfordi	LC	unknown	0	NA	0.530861381	0.715037914	605	1024	-0.409179688	-0.526243348	-0.257575898	-0.297834633	28.88	3.363149314	3
RODENTIA	MURIDAE	Srilankamys	Srilankamys_ohiensis	VU	decreasing	1	1	0.730999385	0.907818251	6	12	-0.5	-0.693147181	-0.19477342	-0.216631576	125	4.828313737	5
EULIPOTYPHLA	SORICIDAE	Suncus	Suncus_etruscus	LC	unknown	0	NA	0.43407726	0.581398161	1283	2099	-0.388756551	-0.492259955	-0.253390723	-0.292213287	2.26	0.815364813	1
EULIPOTYPHLA	SORICIDAE	Suncus	Suncus_hosei	DD	unknown	NA	NA	0.753715847	0.67551863	44	28	0.571428571	0.451985124	0.115758787	0.1095347	10.20875	2.323245196	2
EULIPOTYPHLA	SORICIDAE	Suncus	Suncus_malayanus	LC	unknown	0	NA	0.843634296	0.532323491	74	28	1.642857143	0.971860583	0.584815079	0.460467731	4.99	1.60743591	2
EULIPOTYPHLA	SORICIDAE	Suncus	Suncus_montanus	VU	decreasing	1	1	0.856724121	0.842978966	33	28	0.178571429	0.164303051	0.016305454	0.016173948	18	2.890371758	3
EULIPOTYPHLA	SORICIDAE	Suncus	Suncus_murinus	LC	stable	0	0	0.845922446	0.796173031	2979	2715	0.097237569	0.09279572	0.062485682	0.060611146	43.76	3.778720158	4
EULIPOTYPHLA	SORICIDAE	Suncus	Suncus_stoliczkanus	LC	unknown	0	NA	0.86548525	0.725449961	595	438	0.358447489	0.306342495	0.19303232	0.176498234	9.43	2.243896097	2
RODENTIA	MURIDAE	Sundamys	Sundamys_infraluteus	LC	unknown	0	NA	0.365578398	0.292359524	343	164	1.091463415	0.737864019	0.250441212	0.223496459	418.5	6.03667689	6
RODENTIA	MURIDAE	Sundamys	Sundamys_maxi	EN	decreasing	1	1	0.433301399	0.738003241	21	403	-0.947890819	-2.954414124	-0.412873311	-0.532514659	361	5.888877958	6
RODENTIA	MURIDAE	Sundamys	Sundamys_muelleri	LC	decreasing	0	1	0.966474881	0.755867881	549	220	1.495454545	0.914470895	0.27862938	0.245788708	356.48	5.876278137	6
RODENTIA	SCIURIDAE	Sundasciurus	Sundasciurus_brookei	LC	unknown	0	NA	0.83488337	0.55125278	172	19	8.052631579	2.203055498	0.514520016	0.415098568	114.05	4.736636949	5
RODENTIA	SCIURIDAE	Sundasciurus	Sundasciurus_hippurus	NT	decreasing	0	1	0.88577219	0.575032213	510	32	14.9375	2.768674823	0.540387079	0.432033735	357.79	5.879946222	6
RODENTIA	SCIURIDAE	Sundasciurus	Sundasciurus_jentinki	LC	unknown	0	NA	0.666428913	0.674762302	76	63	0.206349206	0.187598614	-0.012350111	-0.012427007	76	4.33073334	4
RODENTIA	SCIURIDAE	Sundasciurus	Sundasciurus_juvencus	LC	stable	0	0	0.762443905	0.835900993	9	4	1.25	0.810930216	-0.087877737	-0.091981238	259	5.556828062	6
RODENTIA	SCIURIDAE	Sundasciurus	Sundasciurus_lowii	LC	stable	0	0	0.937477966	0.624922642	483	40	11.075	2.4911372	0.500150422	0.405565384	84.99	4.442533603	4
RODENTIA	SCIURIDAE	Sundasciurus	Sundasciurus_mindanensis	LC	unknown	0	NA	0.971973714	0.705514098	45	12	2.75	1.32175584	0.377681489	0.320402006	285	5.65248918	6
RODENTIA	SCIURIDAE	Sundasciurus	Sundasciurus_philippinensis	LC	stable	0	0	0.962305798	0.767784331	74	19	2.894736842	1.359626114	0.253354308	0.225823404	244	5.497168225	5
RODENTIA	SCIURIDAE	Sundasciurus	Sundasciurus_samarensis	LC	unknown	0	NA	0.739107625	0.879714068	16	44	-0.636363636	-1.011600912	-0.159831983	-0.174153387	225	5.416100402	5
RODENTIA	SCIURIDAE	Sundasciurus	Sundasciurus_steerii	LC	stable	0	0	0.748383511	0.905469009	5	9	-0.444444444	-0.587786665	-0.173485228	-0.190537489	252	5.529429088	6
RODENTIA	SCIURIDAE	Sundasciurus	Sundasciurus_tenuis	LC	decreasing	0	1	0.978316095	0.638693655	443	21	20.0952381	3.049047332	0.531745441	0.426407896	74.87	4.315753276	4
CETARTIODACTYLA	SUIDAE	Sus	Sus_ahoenobarbus	VU	decreasing	1	1	0.562878295	0.877728538	16	40	-0.6	-0.916290732	-0.358710272	-0.444273931	135000	11.81303006	12
CETARTIODACTYLA	SUIDAE	Sus	Sus_barbatus	VU	decreasing	1	1	0.379979943	0.237212347	733	574	0.277003484	0.244516306	0.601855666	0.471162748	135806	11.81898268	12
CETARTIODACTYLA	SUIDAE	Sus	Sus_cebifrons	CR	decreasing	1	1	0.675862636	0.709762858	32	31	0.032258065	0.031748698	-0.047762744	-0.048941056	190792.3	12.15894068	12
CETARTIODACTYLA	SUIDAE	Sus	Sus_philippensis	VU	decreasing	1	1	0.939013735	0.664633858	147	53	1.773584906	1.020140673	0.412828618	0.345593807	190792.3	12.15894068	12
CETARTIODACTYLA	SUIDAE	Sus	Sus_scrofa	LC	unknown	0	NA	0.725963047	0.746560127	2924	3318	-0.118746233	-0.12640965	-0.027589312	-0.027977045	84471.54	11.34416995	11
CETARTIODACTYLA	SUIDAE	Sus	Sus_verrucosus	EN	decreasing	1	1	0.46953482	0.859979379	26	75	-0.653333333	-1.059391576	-0.454016188	-0.605165952	89406.23	11.40094565	11
PRIMATES	HYLOBATIDAE	Symphalangus	Symphalangus_syndactylus	EN	decreasing	1	1	0.817220086	0.41935459	165	40	3.125	1.41706602	0.948756747	0.667191604	10839	9.29090602	9
CHIROPTERA	MOLOSSIDAE	Tadarida	Tadarida_aegyptiaca	LC	unknown	0	NA	0.915444081	0.647357659	569	276	1.061594203	0.723479568	0.414124122	0.346510344	17.63	2.869601996	3
CHIROPTERA	MOLOSSIDAE	Tadarida	Tadarida_insignis	DD	unknown	NA	NA	0.794063542	0.594309193	211	54	2.907407407	1.362874087	0.336111828	0.289763775	25.9	3.254242969	3
CHIROPTERA	MOLOSSIDAE	Chaerephon	Tadarida_johorensis	VU	decreasing	1	1	0.834821707	0.426682684	55	10	4.5	1.704748092	0.956539928	0.67117757	25.9	3.254242969	3
CHIROPTERA	MOLOSSIDAE	Tadarida	Tadarida_latouchei	DD	decreasing	NA	1	0.726470468	0.712384648	94	87	0.08045977	0.077386664	0.019772772	0.01957983	25.9	3.254242969	3
CHIROPTERA	MOLOSSIDAE	Mops	Tadarida_mops	NT	decreasing	0	1	0.656417523	0.386269461	386	122	2.163934426	1.151816325	0.699377221	0.530261843	25.9	3.254242969	3
CHIROPTERA	MOLOSSIDAE	Chaerephon	Tadarida_plicata	LC	unknown	0	NA	0.663441214	0.59352285	1813	1580	0.147468354	0.137558085	0.117802314	0.111364538	25.9	3.254242969	3
CHIROPTERA	MOLOSSIDAE	Mops	Tadarida_sarasinorum	DD	unknown	NA	NA	0.844655825	0.630704605	34	13	1.615384615	0.961411167	0.339225714	0.292091622	25.9	3.254242969	3
CHIROPTERA	MOLOSSIDAE	Tadarida	Tadarida_teniotis	LC	unknown	0	NA	0.822342504	0.828386138	42	40	0.05	0.048790164	-0.007295673	-0.007322417	28.07	3.33470139	3
RODENTIA	SCIURIDAE	Eutamias	Tamias_sibiricus	LC	stable	0	0	0.653948958	0.908159918	35	65	-0.461538462	-0.619039208	-0.279918718	-0.328391182	94.16	4.544995463	5
RODENTIA	SCIURIDAE	Tamiops	Tamiops_macclellandii	LC	stable	0	0	0.520179887	0.614594883	1083	1626	-0.333948339	-0.406388043	-0.153621514	-0.166788636	45.84	3.825157072	4
RODENTIA	SCIURIDAE	Tamiops	Tamiops_maritimus	LC	stable	0	0	0.860834301	0.614526117	709	534	0.327715356	0.283459688	0.400809953	0.337050607	66.77	4.201253878	4
RODENTIA	SCIURIDAE	Tamiops	Tamiops_rodolphii	LC	stable	0	0	0.817409353	0.42302055	277	51	4.431372549	1.692191873	0.932315943	0.658719254	56	4.025351691	4
RODENTIA	SCIURIDAE	Tamiops	Tamiops_swinhoei	LC	stable	0	0	0.57932764	0.785132467	239	519	-0.539499037	-0.775440331	-0.262127521	-0.303984262	60	4.094344562	4
CHIROPTERA	EMBALLONURIDAE	Taphozous	Taphozous_longimanus	LC	stable	0	0	0.827236772	0.673696096	1859	1547	0.201680672	0.183721137	0.227907919	0.205311842	25.11	3.223266173	3
CHIROPTERA	EMBALLONURIDAE	Taphozous	Taphozous_melanopogon	LC	unknown	0	NA	0.746113537	0.756092963	2504	2406	0.040731505	0.039923836	-0.013198676	-0.013286552	25.99	3.257711849	3
CHIROPTERA	EMBALLONURIDAE	Taphozous	Taphozous_nudiventris	LC	stable	0	0	0.761611577	0.487761082	634	340	0.864705882	0.623103337	0.561443923	0.445610985	32.49	3.48093235	3
CHIROPTERA	EMBALLONURIDAE	Taphozous	Taphozous_perforatus	LC	stable	0	0	0.903629513	0.601905489	280	144	0.944444444	0.664976304	0.501281397	0.406319008	24.43	3.195811885	3
CHIROPTERA	EMBALLONURIDAE	Taphozous	Taphozous_theobaldi	LC	unknown	0	NA	0.528516558	0.592422614	1040	1336	-0.221556886	-0.250459362	-0.107872411	-0.11414612	36.83	3.60631273	4
PERISSODACTYLA	TAPIRIDAE	Tapirus	Tapirus_indicus	EN	NA	1	NA	0.812287922	0.476373381	288	44	5.545454545	1.878770846	0.705149688	0.533652901	311209.2	12.64822063	13
PRIMATES	TARSIIDAE	Tarsius	Tarsius_bancanus	VU	decreasing	1	1	0.609540265	0.32514308	412	158	1.607594937	0.958428316	0.874683188	0.628439679	114.39	4.739613663	5
PRIMATES	TARSIIDAE	Tarsius	Tarsius_syrichta	NT	decreasing	0	1	0.858373819	0.654640952	82	8	9.25	2.327277706	0.311213141	0.27095277	115.91	4.752814028	5
RODENTIA	MURIDAE	Tarsomys	Tarsomys_apoensis	LC	stable	0	0	0.840555857	0.893495044	11	16	-0.3125	-0.374693449	-0.059249559	-0.061077381	68.5	4.226833745	4
RODENTIA	MURIDAE	Tatera	Tatera_indica	LC	unknown	0	NA	0.922242587	0.767086459	1163	1036	0.122586873	0.11563573	0.202266807	0.18420878	138.28	4.929280615	5
CETARTIODACTYLA	BOVIDAE	Tetracerus	Tetracerus_quadricornis	VU	decreasing	1	1	0.925605446	0.650751533	792	490	0.616326531	0.480156001	0.422363836	0.352320161	19282.12	9.866933521	10
PRIMATES	CERCOPITHECIDAE	Trachypithecus	Trachypithecus_auratus	VU	decreasing	1	1	0.765417617	0.720696084	60	31	0.935483871	0.660357358	0.062053247	0.06020406	9719.6	9.181899744	9
PRIMATES	CERCOPITHECIDAE	Trachypithecus	Trachypithecus_barbei	DD	decreasing	NA	1	0.775378013	0.89340659	14	27	-0.481481481	-0.656779536	-0.132110708	-0.141691116	8874.935333	9.090986328	9
PRIMATES	CERCOPITHECIDAE	Trachypithecus	Trachypithecus_cristatus	NT	decreasing	0	1	0.97175568	0.573425578	450	18	24	3.218875825	0.694650043	0.527476255	7176.81	8.878610274	9
PRIMATES	CERCOPITHECIDAE	Trachypithecus	Trachypithecus_delacouri	CR	decreasing	1	1	0.478021168	0.85986449	8	16	-0.5	-0.693147181	-0.444073836	-0.587119792	9000	9.104979856	9
PRIMATES	CERCOPITHECIDAE	Trachypithecus	Trachypithecus_francoisi	EN	decreasing	1	1	0.526174544	0.530485092	269	158	0.702531646	0.532116347	-0.008125673	-0.008158866	8139.93	9.004536859	9
