Order	Family	Genus	Species	Red_List_status	Population_trend	IUCN.NUM	POP.NUM	Suit0k	Suit21k	Range0k	Range21k	DeltaRange	LogDR	DeltaSuit	LogDS	AdultBodyMass_g	LogBMg	GroupBMg
CARNIVORA	FELIDAE	Panthera	Panthera_pardus	VU	decreasing	1	1	0.800902945	0.631316909	3420	2529	0.352313167	0.301816583	0.268622672	0.237931802	52399.99	10.86666168	11
CARNIVORA	FELIDAE	Panthera	Panthera_tigris	EN	NA	1	NA	0.706389223	0.543597337	376	196	0.918367347	0.651474484	0.299471457	0.26195761	161914.7	11.99482493	12
CARNIVORA	FELIDAE	Panthera	Panthera_uncia	EN	decreasing	1	1	0.492903879	0.753679682	2947	6772	-0.564825753	-0.832008761	-0.346003494	-0.42465327	41000	10.62132735	11
CETARTIODACTYLA	BOVIDAE	Pantholops	Pantholops_hodgsonii	NT	increasing	0	0	0.85729608	0.758252455	487	149	2.268456376	1.184317817	0.130620909	0.122766959	32733.12	10.39614269	10
PRIMATES	CERCOPITHECIDAE	Papio	Papio_anubis	LC	increasing	0	0	0.75725452	0.891883686	61	191	-0.680628272	-1.141399564	-0.150949242	-0.163636308	17728.56	9.782932177	10
RODENTIA	DIPODIDAE	Paradipus	Paradipus_ctenodactylus	LC	unknown	0	NA	0.951255807	0.687308472	333	23	13.47826087	2.672648274	0.384030382	0.324999809	140	4.941642423	5
CARNIVORA	VIVERRIDAE	Paradoxurus	Paradoxurus_hermaphroditus	LC	decreasing	0	1	0.899651436	0.760747802	141	41	2.43902439	1.235187824	0.182588282	0.167705496	3200	8.070906089	8
EULIPOTYPHLA	ERINACEIDAE	Paraechinus	Paraechinus_aethiopicus	LC	stable	0	0	0.955733	0.689993417	995	86	10.56976744	2.448395441	0.385133504	0.325796528	352.4	5.864766894	6
EULIPOTYPHLA	ERINACEIDAE	Paraechinus	Paraechinus_hypomelas	LC	unknown	0	NA	0.603411544	0.488597248	1214	1491	-0.185781355	-0.205526343	0.234987603	0.211060932	213	5.361292166	5
EULIPOTYPHLA	TALPIDAE	Parascaptor	Parascaptor_leucura	LC	unknown	0	NA	0.953726555	0.831293447	88	48	0.833333333	0.606135804	0.147280252	0.137394143	45.604	3.819995432	4
CARNIVORA	FELIDAE	Pardofelis	Pardofelis_marmorata	NT	decreasing	0	1	0.934346937	0.812570842	57	33	0.727272727	0.546543706	0.149865205	0.139644722	2826.68	7.946858157	8
CARNIVORA	FELIDAE	Catopuma	Pardofelis_temminckii	NT	decreasing	0	1	0.332050939	0.295368122	679	55	11.34545455	2.513287942	0.124193555	0.117065939	13500	9.510444964	10
RODENTIA	SCIURIDAE	Petaurista	Petaurista_alborufus	LC	unknown	0	NA	0.553906	0.493097464	260	80	2.25	1.178654996	0.123319508	0.116288148	1501.95	7.314519543	7
RODENTIA	SCIURIDAE	Petaurista	Petaurista_elegans	LC	stable	0	0	0.955713573	0.817520156	328	152	1.157894737	0.769133088	0.169039767	0.1561827	1040	6.946975992	7
RODENTIA	SCIURIDAE	Petaurista	Petaurista_leucogenys	LC	unknown	0	NA	0.99269855	0.337440787	139	1	138	4.934473933	1.94184517	1.079036993	1150	7.047517221	7
RODENTIA	SCIURIDAE	Petaurista	Petaurista_magnificus	LC	decreasing	0	1	0.837813129	0.778681468	65	46	0.413043478	0.345745873	0.07593819	0.073193016	1475.49	7.296745417	7
RODENTIA	SCIURIDAE	Petaurista	Petaurista_nobilis	NT	decreasing	0	1	0.949135076	0.915139312	14	15	-0.066666667	-0.068992871	0.037148184	0.036474816	2710	7.904703914	8
RODENTIA	SCIURIDAE	Petaurista	Petaurista_petaurista	LC	decreasing	0	1	0.931958276	0.824805024	327	168	0.946428571	0.665996191	0.129913432	0.122141021	1533.84	7.335529674	7
RODENTIA	SCIURIDAE	Petaurista	Petaurista_philippensis	LC	decreasing	0	1	0.943990156	0.76430815	287	125	1.296	0.831168478	0.235091052	0.211144693	1675.83	7.424063844	7
RODENTIA	SCIURIDAE	Petaurista	Petaurista_xanthotis	LC	unknown	0	NA	0.883676694	0.748201113	421	265	0.588679245	0.462903008	0.181068402	0.166419455	1900	7.549609165	8
RODENTIA	CRICETIDAE	Phaiomys	Phaiomys_leucurus	LC	unknown	0	NA	0.87416504	0.87961905	1155	1389	-0.168466523	-0.18448372	-0.006200423	-0.006219725	50.70642739	3.926052676	4
RODENTIA	CRICETIDAE	Phodopus	Phodopus_campbelli	LC	stable	0	0	0.850376158	0.706255392	1589	1104	0.439311594	0.36416494	0.204063245	0.185701874	27.06	3.298056623	3
RODENTIA	CRICETIDAE	Phodopus	Phodopus_roborovskii	LC	stable	0	0	0.683584977	0.755181331	2539	3613	-0.297259895	-0.352768149	-0.094806838	-0.099606919	18.75	2.931193752	3
RODENTIA	CRICETIDAE	Phodopus	Phodopus_sungorus	LC	unknown	0	NA	0.793519258	0.41491544	1183	210	4.633333333	1.728701333	0.912484283	0.648403069	30.43	3.415428964	3
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Pipistrellus_abramus	LC	stable	0	0	0.840883885	0.496327384	1026	375	1.736	1.006497	0.694212152	0.527217826	5.87	1.769854634	2
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Pipistrellus_alaschanicus	LC	unknown	0	NA	0.928822411	0.457358232	1428	349	3.091690544	1.408958221	1.03084223	0.708450599	5.93375	1.780656391	2
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Pipistrellus_ariel	DD	unknown	NA	NA	0.07906031	0.108823182	2760	226	11.21238938	2.502450959	-0.273497531	-0.319513398	5.93375	1.780656391	2
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Pipistrellus_coromandra	LC	unknown	0	NA	0.953332787	0.852424864	252	97	1.597938144	0.954718109	0.118377498	0.111878973	4.59	1.523880024	2
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Pipistrellus_deserti	LC	unknown	0	NA	0.838596273	0.775867449	634	326	0.944785276	0.665151573	0.080849924	0.077747698	5.93375	1.780656391	2
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Pipistrellus_endoi	EN	decreasing	1	1	0.944983398	0.457344694	89	2	43.5	3.795489189	1.066238901	0.725729999	5.93375	1.780656391	2
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Pipistrellus_hanaki	DD	unknown	NA	NA	0.96475	0.962524195	11	7	0.571428571	0.451985124	0.002312466	0.002309797	5.93375	1.780656391	2
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Pipistrellus_javanicus	LC	stable	0	0	0.511466624	0.458453539	348	85	3.094117647	1.409551223	0.115634585	0.109423378	4.92	1.593308531	2
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Pipistrellus_kuhlii	LC	unknown	0	NA	0.862678872	0.4783793	5575	2051	1.718186251	0.999964838	0.803336542	0.589638584	6.07	1.803358605	2
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Pipistrellus_nathusii	LC	unknown	0	NA	0.933123973	0.24399065	3724	279	12.34767025	2.591341857	2.824425127	1.341408162	7.44	2.006870849	2
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Pipistrellus_paterculus	LC	unknown	0	NA	0.817220636	0.747534464	108	54	1	0.693147181	0.093221351	0.089128705	5.93375	1.780656391	2
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Pipistrellus_pipistrellus	LC	stable	0	0	0.82029234	0.480312108	5905	3712	0.590786638	0.464228635	0.707831902	0.535224672	5.3	1.667706821	2
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Pipistrellus_pulveratus	LC	unknown	0	NA	0.938808272	0.768831486	401	215	0.865116279	0.623323399	0.221084579	0.199739463	5.93375	1.780656391	2
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Pipistrellus_pygmaeus	LC	unknown	0	NA	0.920233791	0.404312691	2770	821	2.373934227	1.21607949	1.276044781	0.822439192	5.93375	1.780656391	2
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Pipistrellus_rueppellii	LC	unknown	0	NA	0.666946465	0.540871603	456	53	7.603773585	2.152200896	0.23309573	0.209527861	7.07	1.95586048	2
CHIROPTERA	VESPERTILIONIDAE	Hypsugo	Pipistrellus_savii	LC	stable	0	0	0.808335155	0.612575518	4488	3172	0.414880202	0.347044864	0.319568168	0.277304538	5.93375	1.780656391	2
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	Pipistrellus_tenuis	LC	stable	0	0	0.937537915	0.793925896	333	95	2.505263158	1.254265598	0.180888443	0.166267073	3.48	1.247032294	1
CHIROPTERA	VESPERTILIONIDAE	Plecotus	Plecotus_auritus	LC	stable	0	0	0.940867082	0.257365716	3966	393	9.091603053	2.311703697	2.655759188	1.296303784	8.19	2.102913898	2
CHIROPTERA	VESPERTILIONIDAE	Plecotus	Plecotus_austriacus	LC	unknown	0	NA	0.967509414	0.381907114	1685	139	11.12230216	2.49504691	1.533363159	0.929547732	6.75	1.909542505	2
CHIROPTERA	VESPERTILIONIDAE	Plecotus	Plecotus_christii	DD	unknown	NA	NA	0.861339718	0.883095265	120	122	-0.016393443	-0.016529302	-0.024635562	-0.024944095	7.47	2.010894999	2
CHIROPTERA	VESPERTILIONIDAE	Plecotus	Plecotus_kolombatovici	LC	decreasing	0	1	0.987441482	0.734389027	369	8	45.125	3.831355102	0.344575486	0.296078339	7.47	2.010894999	2
CHIROPTERA	VESPERTILIONIDAE	Plecotus	Plecotus_macrobullaris	LC	decreasing	0	1	0.900455908	0.567764478	1486	413	2.598062954	1.280395632	0.585967321	0.461194519	7.47	2.010894999	2
CHIROPTERA	VESPERTILIONIDAE	Plecotus	Plecotus_ognevi	LC	unknown	0	NA	0.843296787	0.394055513	4447	1304	2.410276074	1.226793248	1.140045653	0.760827162	7.47	2.010894999	2
CHIROPTERA	VESPERTILIONIDAE	Plecotus	Plecotus_sacrimontis	LC	stable	0	0	0.981286995	0.506285211	168	8	20	3.044522438	0.938209873	0.661764801	7.47	2.010894999	2
CHIROPTERA	VESPERTILIONIDAE	Plecotus	Plecotus_sardus	VU	decreasing	1	1	0.643848412	0.840242707	17	50	-0.66	-1.078809661	-0.233735198	-0.266227474	7.47	2.010894999	2
CARNIVORA	FELIDAE	Prionailurus	Prionailurus_bengalensis	LC	stable	0	0	0.808666796	0.567999448	1881	1163	0.617368874	0.480800677	0.423710532	0.353266514	2780.97	7.930555067	8
CARNIVORA	PRIONODONTIDAE	Prionodon	Prionodon_pardicolor	LC	decreasing	0	1	0.358084132	0.289653222	215	388	-0.445876289	-0.590367311	0.236251164	0.212083545	1142.68	7.04113166	7
CETARTIODACTYLA	BOVIDAE	Procapra	Procapra_gutturosa	LC	stable	0	0	0.975018755	0.710729126	456	65	6.015384615	1.94810554	0.371857041	0.316165326	28274.27	10.24970748	10
CETARTIODACTYLA	BOVIDAE	Procapra	Procapra_picticaudata	NT	decreasing	0	1	0.903209772	0.859846231	1171	1102	0.06261343	0.060731374	0.050431739	0.04920126	23197.67	10.05180712	10
CETARTIODACTYLA	BOVIDAE	Procapra	Procapra_przewalskii	EN	increasing	1	0	0.480609579	0.746241884	37	1286	-0.971228616	-3.548373992	-0.355960059	-0.439994535	27499.99	10.22194092	10
HYRACOIDEA	PROCAVIIDAE	Procavia	Procavia_capensis	LC	stable	0	0	0.066551018	0.058968115	18967	545	33.80183486	3.549670111	0.128593285	0.120971976	2952.48	7.990400774	8
RODENTIA	CRICETIDAE	Proedromys	Proedromys_bedfordi	VU	decreasing	1	1	0.684925699	0.855605333	13	70	-0.814285714	-1.683545885	-0.19948407	-0.222498847	46.25861204	3.834247653	4
RODENTIA	CRICETIDAE	Proedromys	Proedromys_liangshanensis	DD	unknown	NA	NA	0.624553664	0.914381905	6	90	-0.933333333	-2.708050201	-0.316966291	-0.381211066	46.25861204	3.834247653	4
RODENTIA	CRICETIDAE	Prometheomys	Prometheomys_schaposchnikowi	NT	decreasing	0	1	0.788305111	0.785666965	47	46	0.02173913	0.021506205	0.003357843	0.003352218	75	4.317488114	4
CARNIVORA	HYAENIDAE	Proteles	Proteles_cristata	LC	stable	0	0	0.508748065	0.768745776	6	2185	-0.997254005	-5.897611638	-0.338210263	-0.412807391	8139.39	9.004470518	9
CETARTIODACTYLA	CERVIDAE	Cervus	Przewalskium_albirostris	VU	unknown	1	NA	0.838066924	0.676046715	623	235	1.65106383	0.974961005	0.239658304	0.21483578	161681.9	11.9933861	12
RODENTIA	MURIDAE	Psammomys	Psammomys_obesus	LC	stable	0	0	0.925615621	0.715349741	1167	315	2.704761905	1.309618993	0.293934377	0.257687481	102.15	4.626442321	5
RODENTIA	MURIDAE	Psammomys	Psammomys_vexillaris	DD	unknown	NA	NA	0.925647354	0.846247613	95	36	1.638888889	0.970357953	0.093825661	0.089681332	102.15	4.626442321	5
CETARTIODACTYLA	BOVIDAE	Pseudois	Pseudois_nayaur	LC	unknown	0	NA	0.859622953	0.88415018	1398	1834	-0.237731734	-0.27145673	-0.02774102	-0.028133069	52334.57	10.86541243	11
CETARTIODACTYLA	BOVIDAE	Pseudois	Pseudois_schaeferi	EN	decreasing	1	1	0.769404498	0.793839711	134	149	-0.100671141	-0.106106506	-0.030781041	-0.031264729	29249.99	10.28363451	10
RODENTIA	SCIURIDAE	Pteromys	Pteromys_momonga	LC	unknown	0	NA	0.980250606	0.322663893	130	2	64	4.17438727	2.037992873	1.111197058	151.8	5.022563865	5
RODENTIA	SCIURIDAE	Pteromys	Pteromys_volans	LC	decreasing	0	1	0.885767392	0.489232607	10079	5195	0.940134745	0.662757427	0.810524031	0.593616323	143.09	4.963473803	5
CHIROPTERA	PTEROPODIDAE	Pteropus	Pteropus_giganteus	LC	decreasing	0	1	0.833074916	0.684388551	147	47	2.127659574	1.140284985	0.217254314	0.19659776	824.85	6.715201552	7
CHIROPTERA	PTEROPODIDAE	Pteropus	Pteropus_vampyrus	NT	decreasing	0	1	0.502386244	0.952993336	4	58	-0.931034483	-2.674148649	-0.472833413	-0.640238677	1027.54	6.934922875	7
RODENTIA	DIPODIDAE	Pygeretmus	Pygeretmus_platyurus	LC	unknown	0	NA	0.619604767	0.307245946	1193	37	31.24324324	3.473308509	1.016640987	0.701433249	20	2.995732274	3
RODENTIA	DIPODIDAE	Pygeretmus	Pygeretmus_pumilio	LC	unknown	0	NA	0.806817459	0.644096412	3406	2712	0.255899705	0.227852212	0.252634611	0.225249022	52.24	3.955848485	4
RODENTIA	DIPODIDAE	Pygeretmus	Pygeretmus_zhitkovi	NT	unknown	0	NA	0.879534186	0.718110701	210	73	1.876712329	1.05664809	0.224789137	0.202768696	14.52907	2.67615147	3
CETARTIODACTYLA	CERVIDAE	Rangifer	Rangifer_tarandus	VU	decreasing	1	1	0.706215234	0.69255116	9057	12253	-0.260834081	-0.302232866	0.019730057	0.019537942	109088.5	11.59991476	12
RODENTIA	MURIDAE	Rattus	Rattus_andamanensis	LC	stable	0	0	0.837401114	0.681303898	166	30	4.533333333	1.710790407	0.229115402	0.206294725	140	4.941642423	5
RODENTIA	MURIDAE	Rattus	Rattus_nitidus	LC	stable	0	0	0.91432858	0.77546476	636	426	0.492957746	0.400759217	0.179071735	0.164727464	100.02	4.605370166	5
RODENTIA	MURIDAE	Rattus	Rattus_norvegicus	LC	stable	0	0	0.798649365	0.270112476	12426	4371	1.842827728	1.044799236	1.956728908	1.084083558	282.89	5.64505813	6
RODENTIA	MURIDAE	Rattus	Rattus_pyctoris	LC	unknown	0	NA	0.866180928	0.795995875	1274	1001	0.272727273	0.241162057	0.088172635	0.084499808	136	4.912654886	5
RODENTIA	MURIDAE	Rattus	Rattus_rattus	LC	stable	0	0	0.833664788	0.381109645	7269	2685	1.70726257	0.995938003	1.187467042	0.782744273	142.68	4.96060436	5
RODENTIA	MURIDAE	Rattus	Rattus_tanezumi	LC	increasing	0	0	0.871982596	0.651819403	1650	938	0.759061834	0.564780618	0.337767167	0.291001931	140.84	4.947624494	5
RODENTIA	SCIURIDAE	Ratufa	Ratufa_bicolor	NT	decreasing	0	1	0.956442097	0.824230113	45	9	4	1.609437912	0.160406641	0.148770496	1609.08	7.383417866	7
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_affinis	LC	stable	0	0	0.808380082	0.641915643	333	87	2.827586207	1.342234371	0.259324478	0.230575449	13.7	2.617395833	3
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_blasii	LC	decreasing	0	1	0.905739565	0.618348416	2176	764	1.848167539	1.046675819	0.464772192	0.38169973	10.29	2.33117255	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_bocharicus	LC	stable	0	0	0.839446008	0.750420534	772	667	0.157421289	0.146194504	0.118634114	0.1121084	15.05	2.711377991	3
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_clivosus	LC	unknown	0	NA	0.924376791	0.799193187	1043	370	1.818918919	1.036353449	0.156637476	0.145517068	11.14952381	2.411396789	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_euryale	NT	decreasing	0	1	0.905774925	0.499226894	2431	719	2.38108484	1.218196617	0.814355228	0.595730159	9.25	2.224623552	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_ferrumequinum	LC	decreasing	0	1	0.871466143	0.595417875	5045	2905	0.736660929	0.551964264	0.463621064	0.380913546	22.59	3.11750733	3
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_hipposideros	LC	decreasing	0	1	0.829626337	0.561717562	3837	2399	0.599416424	0.469638827	0.476945699	0.389976238	4.57	1.519513205	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_lepidus	LC	unknown	0	NA	0.879535456	0.730788348	259	87	1.977011494	1.090919943	0.203543348	0.185269996	5.46	1.69744879	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_luctus	LC	unknown	0	NA	0.524707199	0.443555264	350	55	5.363636364	1.850599969	0.182957889	0.168017987	34.07	3.528417232	4
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_macrotis	LC	stable	0	0	0.932397295	0.81889993	323	148	1.182432432	0.780440049	0.138597357	0.129797116	6.18	1.821318271	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_mehelyi	VU	decreasing	1	1	0.904639733	0.56786698	1779	697	1.552367288	0.937021277	0.593048662	0.465649578	14.03	2.641197894	3
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_pearsonii	LC	unknown	0	NA	0.880622396	0.704993767	334	113	1.955752212	1.083753174	0.249120827	0.222439965	11.55	2.446685437	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_pusillus	LC	unknown	0	NA	0.107793149	0.064290953	1412	721	0.958391123	0.672123281	0.676645698	0.516795189	5.15	1.638996715	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_rouxii	LC	unknown	0	NA	0.910938941	0.887874629	43	34	0.264705882	0.234839591	0.025976991	0.025645321	12.25	2.505525937	3
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_shortridgei	LC	unknown	0	NA	0.925287735	0.910932864	34	29	0.172413793	0.159064695	0.015758429	0.015635554	11.14952381	2.411396789	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_sinicus	LC	unknown	0	NA	0.865110448	0.748288404	378	176	1.147727273	0.764410201	0.156119009	0.145068714	11.14952381	2.411396789	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_subbadius	LC	decreasing	0	1	0.809339374	0.897131266	7	14	-0.5	-0.693147181	-0.097858469	-0.102983863	11.14952381	2.411396789	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_thomasi	LC	unknown	0	NA	0.761660089	0.850446678	12	24	-0.5	-0.693147181	-0.104399948	-0.110261336	8.26	2.111424588	2
CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus_yunanensis	LC	unknown	0	NA	0.847521131	0.858283587	16	17	-0.058823529	-0.060624622	-0.01253951	-0.012618793	19.33	2.961658293	3
PRIMATES	CERCOPITHECIDAE	Rhinopithecus	Rhinopithecus_bieti	EN	decreasing	1	1	0.784373614	0.80386096	108	110	-0.018181818	-0.018349139	-0.024242185	-0.024540864	11000.54	9.305699641	9
PRIMATES	CERCOPITHECIDAE	Rhinopithecus	Rhinopithecus_roxellana	EN	decreasing	1	1	0.892967311	0.789940946	185	67	1.76119403	1.015663206	0.13042287	0.122591784	13456.8	9.507239833	10
CHIROPTERA	RHINOPOMATIDAE	Rhinopoma	Rhinopoma_hardwickii	LC	stable	0	0	0.285105281	0.26870666	2914	9689	-0.699246568	-1.201464514	0.061027964	0.059238216	13.1	2.57261223	3
CHIROPTERA	RHINOPOMATIDAE	Rhinopoma	Rhinopoma_microphyllum	LC	stable	0	0	0.848749819	0.669904761	2815	1179	1.387616624	0.87029564	0.266970872	0.236628911	28.02	3.332918541	3
CHIROPTERA	RHINOPOMATIDAE	Rhinopoma	Rhinopoma_muscatellum	LC	unknown	0	NA	0.046680336	0.041399679	4995	5	998	6.906754779	0.127553084	0.120049872	9.13	2.211565695	2
RODENTIA	SPALACIDAE	Rhizomys	Rhizomys_pruinosus	LC	stable	0	0	0.907079425	0.871394068	56	47	0.191489362	0.175204089	0.04095203	0.040135708	2450	7.803843304	8
RODENTIA	SPALACIDAE	Rhizomys	Rhizomys_sinensis	LC	unknown	0	NA	0.966065803	0.83670428	230	132	0.742424242	0.555277386	0.154608416	0.143761253	82.495	4.412737685	4
RODENTIA	MURIDAE	Rhombomys	Rhombomys_opimus	LC	stable	0	0	0.759514324	0.748965726	3711	4185	-0.113261649	-0.120205322	0.01408422	0.013985958	285	5.65248918	6
CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus_aegyptiacus	LC	stable	0	0	0.072340913	0.072671029	9384	5484	0.711159737	0.53717135	-0.004542615	-0.004552964	134	4.8978398	5
CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus_leschenaultii	LC	stable	0	0	0.865401995	0.798943789	194	101	0.920792079	0.652737642	0.083182581	0.079903542	84.88	4.441238494	4
CETARTIODACTYLA	BOVIDAE	Rupicapra	Rupicapra_pyrenaica	LC	increasing	0	0	0.854868466	0.828917188	129	101	0.277227723	0.244691888	0.031307444	0.030827361	29999.99	10.30895233	10
CETARTIODACTYLA	BOVIDAE	Rupicapra	Rupicapra_rupicapra	LC	unknown	0	NA	0.963832238	0.484772677	883	100	7.83	2.178155015	0.988214856	0.687237179	33266.35	10.41230165	10
CETARTIODACTYLA	CERVIDAE	Rusa	Rusa_unicolor	VU	decreasing	1	1	0.90836711	0.682961609	353	55	5.418181818	1.859134872	0.330041247	0.285209955	177522.9	12.08685489	12
CETARTIODACTYLA	BOVIDAE	Saiga	Saiga_tatarica	CR	decreasing	1	1	0.148647087	0.094596819	6650	2897	1.295478081	0.830941136	0.571375116	0.451951106	37734.01	10.53831709	11
RODENTIA	DIPODIDAE	Salpingotus	Salpingotus_crassicauda	LC	unknown	0	NA	0.705115325	0.774352134	1445	1919	-0.247003648	-0.283694895	-0.089412564	-0.093665353	9.65	2.266957915	2
RODENTIA	DIPODIDAE	Salpingotus	Salpingotus_heptneri	DD	unknown	NA	NA	0.619049894	0.823705352	33	56	-0.410714286	-0.528844129	-0.248457118	-0.285627009	9.65	2.266957915	2
RODENTIA	DIPODIDAE	Salpingotus	Salpingotus_kozlovi	LC	unknown	0	NA	0.649871258	0.713026843	1781	2773	-0.357735305	-0.442754762	-0.088573924	-0.092744789	9.5	2.251291799	2
RODENTIA	DIPODIDAE	Salpingotus	Salpingotus_pallidus	DD	unknown	NA	NA	0.758405631	0.70236825	116	48	1.416666667	0.88238918	0.079783477	0.076760537	9.8	2.282382386	2
EULIPOTYPHLA	TALPIDAE	Scapanulus	Scapanulus_oweni	LC	unknown	0	NA	0.95502949	0.87922335	181	117	0.547008547	0.436323096	0.086219435	0.082703259	36.64	3.60114054	4
EULIPOTYPHLA	TALPIDAE	Scaptochirus	Scaptochirus_moschatus	LC	unknown	0	NA	0.886754066	0.647170934	687	305	1.252459016	0.812022516	0.370200699	0.314957225	90.51	4.505460342	5
EULIPOTYPHLA	TALPIDAE	Scaptonyx	Scaptonyx_fusicaudus	LC	unknown	0	NA	0.917011359	0.797514134	219	128	0.7109375	0.537041466	0.149837125	0.139620302	19.41	2.965788397	3
RODENTIA	SCIURIDAE	Sciurotamias	Sciurotamias_davidianus	LC	unknown	0	NA	0.893230209	0.763031587	544	271	1.007380074	0.696830426	0.170633333	0.157544912	433.51	6.071914864	6
RODENTIA	SCIURIDAE	Sciurotamias	Sciurotamias_forresti	LC	unknown	0	NA	0.31882604	0.335863673	114	33	2.454545455	1.239690887	-0.050727822	-0.052059717	433.51	6.071914864	6
RODENTIA	SCIURIDAE	Sciurus	Sciurus_anomalus	LC	decreasing	0	1	0.924708409	0.578800964	792	210	2.771428571	1.327453861	0.597627625	0.468519795	335.3	5.815025653	6
RODENTIA	SCIURIDAE	Sciurus	Sciurus_lis	LC	stable	0	0	0.984648977	0.381890151	121	2	59.5	4.102643365	1.57835656	0.947152204	264.3	5.577084822	6
RODENTIA	SCIURIDAE	Sciurus	Sciurus_vulgaris	LC	decreasing	0	1	0.882896938	0.420294073	13342	5252	1.540365575	0.932307998	1.100664736	0.742253836	333	5.80814249	6
CHIROPTERA	VESPERTILIONIDAE	Scotoecus	Scotoecus_pallidus	LC	unknown	0	NA	0.631848914	0.882492135	5	29	-0.827586207	-1.757857918	-0.284017513	-0.334099571	6.475	1.867948608	2
CHIROPTERA	VESPERTILIONIDAE	Scotomanes	Scotomanes_ornatus	LC	unknown	0	NA	0.093075644	0.110286438	1742	88	18.79545455	2.985452343	-0.156055395	-0.169668421	22.24	3.101892469	3
CHIROPTERA	VESPERTILIONIDAE	Scotophilus	Scotophilus_heathii	LC	stable	0	0	0.728605593	0.553944192	181	58	2.120689655	1.138054021	0.315305051	0.274068616	36.13	3.587123545	4
CHIROPTERA	VESPERTILIONIDAE	Scotophilus	Scotophilus_kuhlii	LC	stable	0	0	0.801968034	0.656822471	50	16	2.125	1.139434283	0.220981421	0.199654979	20.31	3.011113376	3
CHIROPTERA	VESPERTILIONIDAE	Scotozous	Scotozous_dormeri	LC	stable	0	0	0.977598205	0.912481403	4	2	1	0.693147181	0.071362334	0.068931048	6.79	1.915450942	2
RODENTIA	MURIDAE	Sekeetamys	Sekeetamys_calurus	LC	stable	0	0	0.506946065	0.448769061	214	15	13.26666667	2.657925814	0.129636843	0.121896203	56.61	4.036185648	4
RODENTIA	GLIRIDAE	Selevinia	Selevinia_betpakdalaensis	DD	unknown	NA	NA	0.895634387	0.654511108	245	20	11.25	2.505525937	0.368402119	0.313643723	17.12	2.840247371	3
PRIMATES	CERCOPITHECIDAE	Semnopithecus	Semnopithecus_ajax	EN	NA	1	NA	0.753847156	0.91553288	4	4	0	0	-0.176602859	-0.194316642	17200	9.752664663	10
PRIMATES	CERCOPITHECIDAE	Semnopithecus	Semnopithecus_schistaceus	LC	decreasing	0	1	0.746848106	0.659872144	189	64	1.953125	1.082863932	0.131807295	0.123815731	19800	9.893437217	10
RODENTIA	DIPODIDAE	Sicista	Sicista_betulina	LC	unknown	0	NA	0.881262473	0.234075956	5319	722	6.367036011	1.997015456	2.764856877	1.325709846	8.92	2.188295947	2
RODENTIA	DIPODIDAE	Sicista	Sicista_caucasica	VU	unknown	1	NA	0.556285478	0.924884411	8	81	-0.901234568	-2.315007613	-0.398535135	-0.508387157	10	2.302585093	2
