Order	Family	Genus	Species	Red_List_status	Population_trend	IUCN.NUM	POP.NUM	Suit0k	Suit21k	Range0k	Range21k	DeltaRange	LogDR	DeltaSuit	LogDS	AdultBodyMass_g	LogBMg	GroupBMg
RODENTIA	DIPODIDAE	Sicista	Sicista_caudata	DD	unknown	NA	NA	0.875562173	0.474314685	227	27	7.407407407	2.129113151	0.845952064	0.612995168	28.79945178	3.360356352	3
RODENTIA	DIPODIDAE	Sicista	Sicista_concolor	LC	unknown	0	NA	0.664888501	0.660225893	905	1184	-0.235641892	-0.268718872	0.00706214	0.00703732	7	1.945910149	2
RODENTIA	DIPODIDAE	Sicista	Sicista_kazbegica	EN	unknown	1	NA	0.462798734	0.880269869	7	289	-0.975778547	-3.720516539	-0.474253578	-0.64293627	61.83099239	4.124404734	4
RODENTIA	DIPODIDAE	Sicista	Sicista_kluchorica	NT	unknown	0	NA	0.504506892	0.829742934	13	318	-0.959119497	-3.197102025	-0.391972053	-0.497534433	61.83099239	4.124404734	4
RODENTIA	DIPODIDAE	Sicista	Sicista_napaea	LC	unknown	0	NA	0.645754595	0.598834707	228	118	0.93220339	0.658661004	0.078351985	0.075433936	10	2.302585093	2
RODENTIA	DIPODIDAE	Sicista	Sicista_pseudonapaea	DD	unknown	NA	NA	0.247554622	0.860430802	41	306	-0.866013072	-2.010013035	-0.712289912	-1.245801944	28.79945178	3.360356352	3
RODENTIA	DIPODIDAE	Sicista	Sicista_severtzovi	LC	stable	0	0	0.819736536	0.196907055	394	13	29.30769231	3.411401552	3.163063298	1.426251173	61.83099239	4.124404734	4
RODENTIA	DIPODIDAE	Sicista	Sicista_strandi	LC	stable	0	0	0.439997429	0.163854582	1471	173	7.502890173	2.140406126	1.685292192	0.987789546	10.3	2.332143895	2
RODENTIA	DIPODIDAE	Sicista	Sicista_subtilis	LC	decreasing	0	1	0.812360838	0.363162542	2698	643	3.195956454	1.434121313	1.236907014	0.805094114	11.75	2.463853241	2
RODENTIA	DIPODIDAE	Sicista	Sicista_tianshanica	LC	unknown	0	NA	0.813929594	0.847698601	415	487	-0.147843943	-0.159985603	-0.0398361	-0.04065128	11.5	2.442347035	2
PHOLIDOTA	MANIDAE	Smutsia	Smutsia_temminckii	VU	decreasing	1	1	0.51592317	0.949257785	8	168	-0.952380952	-3.044522438	-0.456498353	-0.609722542	10000	9.210340372	9
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_alpinus	NT	decreasing	0	1	0.039783921	0.01898161	12763	13	980.7692308	6.889356282	1.095919283	0.739992256	8.04	2.084429083	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_antinorii	DD	unknown	NA	NA	0.779916582	0.476804299	329	39	7.435897436	2.132496105	0.635716339	0.492080836	7.325418324	1.991350262	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_araneus	LC	stable	0	0	0.884913637	0.308656147	9111	2116	3.305765595	1.459954961	1.866988545	1.053262191	9.18	2.217027205	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_arunchi	DD	unknown	NA	NA	0.606481388	0.828105676	33	379	-0.91292876	-2.441028644	-0.267628027	-0.311466734	7.325418324	1.991350262	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_asper	LC	unknown	0	NA	0.925163914	0.84411161	213	85	1.505882353	0.918640909	0.096020838	0.091686201	7.945	2.0725428	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_bedfordiae	LC	unknown	0	NA	0.885773899	0.747788286	240	128	0.875	0.628608659	0.184524973	0.169341827	7.325418324	1.991350262	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_buchariensis	LC	unknown	0	NA	0.070413236	0.130809506	969	63	14.38095238	2.733129885	-0.461711629	-0.619360856	8.157340556	2.098918204	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_caecutiens	LC	stable	0	0	0.887014464	0.477715889	12112	4950	1.446868687	0.89480912	0.856782419	0.618845108	6.3	1.840549633	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_camtschatica	LC	unknown	0	NA	0.814739837	0.388778346	575	55	9.454545455	2.347036856	1.09564099	0.739859468	7.325418324	1.991350262	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_cansulus	DD	unknown	NA	NA	0.739648413	0.919978901	9	36	-0.75	-1.386294361	-0.196015896	-0.218175781	7.325418324	1.991350262	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_coronatus	LC	stable	0	0	0.974029107	0.402062351	596	6	98.33333333	4.598481198	1.422582231	0.884834009	9.32	2.232162629	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_cylindricauda	LC	unknown	0	NA	0.952350181	0.828346868	243	127	0.913385827	0.648874357	0.149699743	0.139500815	7.325418324	1.991350262	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_daphaenodon	LC	stable	0	0	0.706118868	0.505901466	7455	6273	0.18842659	0.172630239	0.395763634	0.333441673	8.1	2.091864062	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_excelsus	LC	unknown	0	NA	0.902552844	0.759308275	170	81	1.098765432	0.741349282	0.1886514	0.172819387	7.5	2.014903021	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_gracillimus	LC	stable	0	0	0.876880834	0.439744845	847	107	6.91588785	2.06887186	0.994067342	0.690176443	4.4	1.481604541	1
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_granarius	LC	unknown	0	NA	0.806479111	0.806157167	96	74	0.297297297	0.260283098	0.000399357	0.000399277	6.39	1.854734268	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_hosonoi	LC	unknown	0	NA	0.739573081	0.828147443	29	51	-0.431372549	-0.564529803	-0.106954822	-0.113118108	3.25	1.178654996	1
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_isodon	LC	unknown	0	NA	0.882623922	0.430788425	8424	2439	2.453874539	1.239496656	1.048857095	0.717282123	12.23	2.50389195	3
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_minutissimus	LC	unknown	0	NA	0.916272235	0.509068675	11475	4355	1.634902411	0.968846146	0.799899069	0.587730591	2.46	0.90016135	1
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_minutus	LC	stable	0	0	0.875543481	0.31991893	9611	2756	2.487300435	1.249127923	1.736766718	1.006777194	4.32	1.463255402	1
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_mirabilis	DD	unknown	NA	NA	0.584680751	0.260446125	534	25	20.36	3.061520014	1.244920136	0.808669946	15	2.708050201	3
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_planiceps	LC	unknown	0	NA	0.813293127	0.834734576	141	193	-0.269430052	-0.313930299	-0.025686546	-0.026022206	7.325418324	1.991350262	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_portenkoi	DD	unknown	NA	NA	0.469896212	0.578640902	180	120	0.5	0.405465108	-0.18793122	-0.208170238	7.325418324	1.991350262	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_raddei	LC	unknown	0	NA	0.948613723	0.611803194	215	25	7.6	2.151762203	0.550521037	0.438591027	10	2.302585093	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_roboratus	LC	unknown	0	NA	0.780872344	0.667510097	7361	7224	0.018964563	0.018786977	0.169828513	0.156857168	12.99	2.564179831	3
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_samniticus	LC	unknown	0	NA	0.956468399	0.5663082	83	6	12.83333333	2.627081139	0.688953822	0.524109297	8.24	2.109000344	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_satunini	LC	unknown	0	NA	0.961466607	0.575245782	312	27	10.55555556	2.447166322	0.671401402	0.513662437	8.157340556	2.098918204	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_shinto	LC	stable	0	0	0.960559484	0.39849342	90	2	44	3.80666249	1.410477655	0.879824925	6	1.791759469	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_sinalis	DD	unknown	NA	NA	0.945948193	0.864335412	82	51	0.607843137	0.474893615	0.094422582	0.090226902	7.325418324	1.991350262	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_thibetanus	DD	unknown	NA	NA	0.938306427	0.725478132	178	60	1.966666667	1.087438988	0.293362797	0.257245646	7.325418324	1.991350262	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_tundrensis	LC	stable	0	0	0.820619579	0.600927676	9912	7027	0.410559271	0.343986272	0.365587927	0.311585052	7.65	2.034705648	2
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_unguiculatus	LC	stable	0	0	0.925772731	0.499015741	828	162	4.111111111	1.631416819	0.855197451	0.617991133	14.11	2.646883766	3
EULIPOTYPHLA	SORICIDAE	Sorex	Sorex_volnuchini	LC	unknown	0	NA	0.949050026	0.607013389	457	91	4.021978022	1.613823884	0.563474616	0.446910662	17	2.833213344	3
EULIPOTYPHLA	SORICIDAE	Soriculus	Soriculus_nigrescens	LC	unknown	0	NA	0.94997146	0.834572737	154	67	1.298507463	0.832259983	0.138272816	0.12951204	14.58	2.679650727	3
RODENTIA	SPALACIDAE	Spalax	Spalax_arenarius	EN	decreasing	1	1	0.567121013	0.864163334	4	12	-0.666666667	-1.098612289	-0.343734002	-0.421189087	147.745	4.995487815	5
RODENTIA	SPALACIDAE	Nannospalax	Spalax_ehrenbergi	DD	decreasing	NA	1	0.877689109	0.558853187	564	76	6.421052632	2.004320911	0.570518214	0.451405637	164.35	5.1019983	5
RODENTIA	SPALACIDAE	Spalax	Spalax_giganteus	LC	stable	0	0	0.831548384	0.533511556	42	21	1	0.693147181	0.558632375	0.443808754	211.245	5.353018597	5
RODENTIA	SPALACIDAE	Spalax	Spalax_graecus	NT	unknown	0	NA	0.933685053	0.444887224	86	6	13.33333333	2.662587827	1.098700531	0.741318358	75.2	4.320151231	4
RODENTIA	SPALACIDAE	Nannospalax	Spalax_leucodon	DD	decreasing	NA	1	0.922943915	0.355587487	510	24	20.25	3.056356895	1.595546659	0.953797153	188.67	5.239999457	5
RODENTIA	SPALACIDAE	Spalax	Spalax_microphthalmus	LC	stable	0	0	0.86977474	0.25258644	646	78	7.282051282	2.114090677	2.44347361	1.236480732	470	6.152732695	6
RODENTIA	SPALACIDAE	Nannospalax	Spalax_nehringi	DD	unknown	NA	NA	0.959058847	0.710373495	360	124	1.903225806	1.065822466	0.350076902	0.300161555	60.84	4.108247467	4
RODENTIA	SPALACIDAE	Spalax	Spalax_uralensis	NT	unknown	0	NA	0.868531866	0.452821192	115	19	5.052631579	1.800493149	0.918045979	0.651306949	157.625	5.060218794	5
RODENTIA	SPALACIDAE	Spalax	Spalax_zemni	VU	decreasing	1	1	0.957727206	0.138534125	169	7	23.14285714	3.183988566	5.913294491	1.933446296	121.1	4.796616651	5
RODENTIA	SCIURIDAE	Spermophilopsis	Spermophilopsis_leptodactylus	LC	unknown	0	NA	0.437925205	0.352092482	2680	858	2.123543124	1.138967974	0.243778914	0.218154257	600	6.396929655	6
RODENTIA	SCIURIDAE	Spermophilus	Spermophilus_alashanicus	LC	decreasing	0	1	0.754303375	0.76227209	561	480	0.16875	0.155934802	-0.010453898	-0.010508924	246.4344257	5.507095937	6
RODENTIA	SCIURIDAE	Spermophilus	Spermophilus_brevicauda	LC	unknown	0	NA	0.824147271	0.820793379	685	655	0.045801527	0.044783603	0.004086159	0.004077833	246.4344257	5.507095937	6
RODENTIA	SCIURIDAE	Spermophilus	Spermophilus_citellus	VU	decreasing	1	1	0.248986736	0.059151231	2038	13	155.7692308	5.054774856	3.209324646	1.437302218	395.97	5.981338451	6
RODENTIA	SCIURIDAE	Spermophilus	Spermophilus_dauricus	LC	unknown	0	NA	0.945595237	0.479670228	845	63	12.41269841	2.596201901	0.971344439	0.678715766	161.3	5.083265985	5
RODENTIA	SCIURIDAE	Spermophilus	Spermophilus_erythrogenys	LC	stable	0	0	0.771095796	0.665233452	1477	708	1.086158192	0.735324189	0.159135629	0.14767458	355	5.872117789	6
RODENTIA	SCIURIDAE	Spermophilus	Spermophilus_fulvus	LC	unknown	0	NA	0.8711915	0.525042499	1833	485	2.779381443	1.329560357	0.659278062	0.506382605	778.38	6.657214837	7
RODENTIA	SCIURIDAE	Spermophilus	Spermophilus_major	LC	unknown	0	NA	0.917210905	0.203441156	598	21	27.47619048	3.349068316	3.508482575	1.505960639	246.4344257	5.507095937	6
RODENTIA	SCIURIDAE	Spermophilus	Spermophilus_musicus	NT	unknown	0	NA	0.457978378	0.716567877	55	1939	-0.971634863	-3.56259447	-0.360872301	-0.447651003	246.4344257	5.507095937	6
RODENTIA	SCIURIDAE	Spermophilus	Spermophilus_pallidicauda	LC	unknown	0	NA	0.884651042	0.679674072	924	384	1.40625	0.878069519	0.30158127	0.263579887	246.4344257	5.507095937	6
RODENTIA	SCIURIDAE	Urocitellus	Spermophilus_parryii	LC	unknown	0	NA	0.89138995	0.534990295	1906	387	3.925064599	1.594337391	0.666179665	0.51053338	747.09	6.61618566	7
RODENTIA	SCIURIDAE	Spermophilus	Spermophilus_pygmaeus	LC	decreasing	0	1	0.955531034	0.319997305	1123	13	85.38461538	4.458809597	1.986059632	1.09395467	173.46	5.155947025	5
RODENTIA	SCIURIDAE	Spermophilus	Spermophilus_ralli	LC	unknown	0	NA	0.872370207	0.914163055	38	47	-0.191489362	-0.212561442	-0.045717062	-0.046795071	246.4344257	5.507095937	6
RODENTIA	SCIURIDAE	Spermophilus	Spermophilus_relictus	LC	unknown	0	NA	0.968392032	0.820689186	166	38	3.368421053	1.474401629	0.179974159	0.165492539	599.99	6.396912988	6
RODENTIA	SCIURIDAE	Spermophilus	Spermophilus_suslicus	NT	decreasing	0	1	0.951126825	0.113052024	708	22	31.18181818	3.47140164	7.41317825	2.129799316	252	5.529429088	6
RODENTIA	SCIURIDAE	Spermophilus	Spermophilus_taurensis	LC	unknown	0	NA	0.554771827	0.623036753	66	62	0.064516129	0.062520357	-0.109568057	-0.116048605	323.2732574	5.778497964	6
RODENTIA	SCIURIDAE	Urocitellus	Spermophilus_undulatus	LC	stable	0	0	0.686492021	0.617255857	2626	2437	0.07755437	0.074694001	0.112167692	0.106310986	742.91	6.610574907	7
RODENTIA	SCIURIDAE	Spermophilus	Spermophilus_xanthoprymnus	NT	decreasing	0	1	0.955520347	0.707199006	284	108	1.62962963	0.966843011	0.351133612	0.300943952	289.667	5.668731987	6
CHIROPTERA	PTEROPODIDAE	Sphaerias	Sphaerias_blanfordi	LC	unknown	0	NA	0.572263866	0.482600776	212	44	3.818181818	1.572396641	0.185791433	0.170410428	28.88	3.363149314	3
RODENTIA	DIPODIDAE	Stylodipus	Stylodipus_andrewsi	LC	unknown	0	NA	0.885007382	0.760818267	828	501	0.652694611	0.502407053	0.163230984	0.151201464	55	4.007333185	4
RODENTIA	DIPODIDAE	Stylodipus	Stylodipus_sungorus	LC	decreasing	0	1	0.810399073	0.820680287	106	86	0.23255814	0.209091798	-0.012527672	-0.012606805	55	4.007333185	4
RODENTIA	DIPODIDAE	Stylodipus	Stylodipus_telum	LC	decreasing	0	1	0.927850757	0.476382533	1506	53	27.41509434	3.346920495	0.947701045	0.666649726	59.99	4.094177882	4
EULIPOTYPHLA	SORICIDAE	Suncus	Suncus_etruscus	LC	unknown	0	NA	0.829231918	0.529216421	2530	1217	1.078882498	0.731830489	0.566905117	0.449102411	2.26	0.815364813	1
EULIPOTYPHLA	SORICIDAE	Suncus	Suncus_murinus	LC	stable	0	0	0.787972379	0.609721945	939	428	1.193925234	0.785692284	0.292347086	0.256460012	43.76	3.778720158	4
EULIPOTYPHLA	SORICIDAE	Suncus	Suncus_stoliczkanus	LC	unknown	0	NA	0.806896851	0.777070851	13	7	0.857142857	0.619039208	0.038382601	0.037664312	9.43	2.243896097	2
CETARTIODACTYLA	SUIDAE	Sus	Sus_scrofa	LC	unknown	0	NA	0.751746381	0.39692044	11622	6197	0.875423592	0.62883455	0.893947261	0.638663149	84471.54	11.34416995	11
CHIROPTERA	MOLOSSIDAE	Tadarida	Tadarida_aegyptiaca	LC	unknown	0	NA	0.777985233	0.859943421	825	2214	-0.627371274	-0.987172727	-0.095306489	-0.100159054	17.63	2.869601996	3
CHIROPTERA	MOLOSSIDAE	Tadarida	Tadarida_insignis	DD	unknown	NA	NA	0.748909194	0.613172087	301	110	1.736363636	1.006629899	0.2213687	0.199972115	25.9	3.254242969	3
CHIROPTERA	MOLOSSIDAE	Tadarida	Tadarida_latouchei	DD	decreasing	NA	1	0.920892847	0.642265588	102	8	11.75	2.545531272	0.433819381	0.360341779	25.9	3.254242969	3
CHIROPTERA	MOLOSSIDAE	Chaerephon	Tadarida_plicata	LC	unknown	0	NA	0.759275573	0.893986384	41	98	-0.581632653	-0.871395412	-0.150685528	-0.163325759	25.9	3.254242969	3
CHIROPTERA	MOLOSSIDAE	Tadarida	Tadarida_teniotis	LC	unknown	0	NA	0.820785477	0.605823863	3549	2168	0.63699262	0.49286079	0.354825267	0.303672492	28.07	3.33470139	3
EULIPOTYPHLA	TALPIDAE	Talpa	Talpa_altaica	LC	unknown	0	NA	0.622932047	0.557796111	3700	3815	-0.030144168	-0.030607845	0.116773737	0.110443937	85	4.442651256	4
EULIPOTYPHLA	TALPIDAE	Talpa	Talpa_caeca	LC	unknown	0	NA	0.544934749	0.330932347	393	26	14.11538462	2.715713074	0.646665107	0.498752096	71.08	4.263806003	4
EULIPOTYPHLA	TALPIDAE	Talpa	Talpa_caucasica	LC	unknown	0	NA	0.040131277	0.052864965	5073	73	68.49315068	4.241228196	-0.240871968	-0.275584831	90	4.49980967	4
EULIPOTYPHLA	TALPIDAE	Talpa	Talpa_davidiana	DD	unknown	NA	NA	0.941906019	0.681116539	92	21	3.380952381	1.477266139	0.382885256	0.324172082	79.5875	4.376857045	4
EULIPOTYPHLA	TALPIDAE	Talpa	Talpa_europaea	LC	stable	0	0	0.917252221	0.174115171	4137	138	28.97826087	3.400472481	4.268077544	1.661665504	87.53	4.471981592	4
EULIPOTYPHLA	TALPIDAE	Talpa	Talpa_levantis	LC	stable	0	0	0.894945408	0.597404145	692	232	1.982758621	1.092848584	0.498056911	0.404168876	90	4.49980967	4
EULIPOTYPHLA	TALPIDAE	Talpa	Talpa_occidentalis	LC	stable	0	0	0.898458944	0.786844856	240	59	3.06779661	1.403101479	0.141850184	0.132649916	49.47	3.901366425	4
EULIPOTYPHLA	TALPIDAE	Talpa	Talpa_romana	LC	stable	0	0	0.95180692	0.612589022	51	4	11.75	2.545531272	0.553744657	0.440667925	92.5	4.527208645	5
EULIPOTYPHLA	TALPIDAE	Talpa	Talpa_stankovici	LC	unknown	0	NA	0.674281327	0.861205567	36	122	-0.704918033	-1.220502106	-0.217049503	-0.244685807	71.12	4.264368591	4
RODENTIA	SCIURIDAE	Eutamias	Tamias_sibiricus	LC	stable	0	0	0.832982406	0.486891147	10098	5584	0.808381089	0.592432019	0.71081855	0.53697194	94.16	4.544995463	5
RODENTIA	SCIURIDAE	Tamiops	Tamiops_macclellandii	LC	stable	0	0	0.943117809	0.837065777	96	51	0.882352941	0.632522559	0.126694981	0.119288552	45.84	3.825157072	4
RODENTIA	SCIURIDAE	Tamiops	Tamiops_swinhoei	LC	stable	0	0	0.835932328	0.681603882	528	271	0.948339483	0.666977463	0.226419552	0.204098991	60	4.094344562	4
CHIROPTERA	EMBALLONURIDAE	Taphozous	Taphozous_melanopogon	LC	unknown	0	NA	0.686429844	0.757101211	102	137	-0.255474453	-0.295008113	-0.093344675	-0.097992918	25.99	3.257711849	3
CHIROPTERA	EMBALLONURIDAE	Taphozous	Taphozous_nudiventris	LC	stable	0	0	0.803850314	0.646907305	1045	443	1.358916479	0.858202394	0.242605096	0.217210059	32.49	3.48093235	3
CHIROPTERA	EMBALLONURIDAE	Taphozous	Taphozous_perforatus	LC	stable	0	0	0.3651159	0.378253417	978	364	1.686813187	0.988355802	-0.03473205	-0.035349548	24.43	3.195811885	3
CHIROPTERA	EMBALLONURIDAE	Taphozous	Taphozous_theobaldi	LC	unknown	0	NA	0.912423382	0.871562217	56	49	0.142857143	0.133531393	0.046882672	0.045816864	36.83	3.60631273	4
RODENTIA	MURIDAE	Tatera	Tatera_indica	LC	unknown	0	NA	0.897429726	0.560168586	1072	162	5.617283951	1.889685006	0.602070784	0.471297033	138.28	4.929280615	5
PRIMATES	CERCOPITHECIDAE	Trachypithecus	Trachypithecus_pileatus	VU	decreasing	1	1	0.841109148	0.846244389	12	15	-0.2	-0.223143551	-0.006068272	-0.006086759	11219.93	9.32544694	9
PRIMATES	CERCOPITHECIDAE	Trachypithecus	Trachypithecus_shortridgei	EN	decreasing	1	1	0.738959001	0.768879104	18	31	-0.419354839	-0.543615447	-0.038913923	-0.039691304	13182	9.486607542	9
CHIROPTERA	HIPPOSIDERIDAE	Triaenops	Triaenops_persicus	LC	unknown	0	NA	0.563041246	0.837244024	32	226	-0.85840708	-1.954799096	-0.327506402	-0.396762687	13.18	2.578700529	3
RODENTIA	SCIURIDAE	Trogopterus	Trogopterus_xanthipes	NT	decreasing	0	1	0.370064098	0.330368567	617	1397	-0.558339298	-0.817213335	0.120155288	0.113467326	744.937	6.613299651	7
RODENTIA	CRICETIDAE	Tscherskia	Tscherskia_triton	LC	unknown	0	NA	0.944229788	0.439833299	1525	287	4.31358885	1.670267473	1.146790136	0.763973767	25	3.218875825	3
SCANDENTIA	TUPAIIDAE	Tupaia	Tupaia_belangeri	LC	stable	0	0	0.244866368	0.207192856	583	16	35.4375	3.595598464	0.18182824	0.167062596	200	5.298317367	5
CHIROPTERA	VESPERTILIONIDAE	Tylonycteris	Tylonycteris_pachypus	LC	unknown	0	NA	0.64380382	0.653733029	159	143	0.111888112	0.106059572	-0.015188477	-0.015305003	4.1	1.410986974	1
CHIROPTERA	VESPERTILIONIDAE	Tylonycteris	Tylonycteris_robustula	LC	unknown	0	NA	0.899013731	0.883171933	11	11	0	0	0.017937389	0.017778412	7.98	2.076938411	2
RODENTIA	PLATACANTHOMYIDAE	Typhlomys	Typhlomys_cinereus	LC	decreasing	0	1	0.706695846	0.793686931	144	238	-0.394957983	-0.502457374	-0.109603776	-0.11608872	41.675	3.729901429	4
EULIPOTYPHLA	TALPIDAE	Uropsilus	Uropsilus_andersoni	DD	unknown	NA	NA	0.632391939	0.874391694	5	89	-0.943820225	-2.879198457	-0.276763556	-0.324019079	31.42049312	3.447460327	3
EULIPOTYPHLA	TALPIDAE	Uropsilus	Uropsilus_gracilis	LC	unknown	0	NA	0.770517846	0.664545197	231	99	1.333333333	0.84729786	0.159466428	0.147959923	46.84098624	3.846758594	4
EULIPOTYPHLA	TALPIDAE	Uropsilus	Uropsilus_investigator	DD	unknown	NA	NA	0.845669211	0.891346355	10	15	-0.333333333	-0.405465108	-0.051245113	-0.052604799	31.42049312	3.447460327	3
EULIPOTYPHLA	TALPIDAE	Uropsilus	Uropsilus_soricipes	LC	unknown	0	NA	0.049616861	0.059152275	2074	57	35.38596491	3.594183121	-0.161201134	-0.175784332	16	2.772588722	3
EULIPOTYPHLA	TALPIDAE	Urotrichus	Urotrichus_talpoides	LC	stable	0	0	0.913957384	0.325262338	150	1	149	5.010635294	1.809908423	1.033151893	18.2	2.901421594	3
CARNIVORA	URSIDAE	Ursus	Ursus_arctos	LC	stable	0	0	0.679822388	0.539838022	17696	20873	-0.152206199	-0.165117832	0.259308091	0.230562436	196287.5	12.1873357	12
CARNIVORA	URSIDAE	Ursus	Ursus_maritimus	VU	unknown	1	NA	0.86176418	0.646993648	2549	555	3.592792793	1.524488291	0.331951531	0.286645183	371703.8	12.82585258	13
CARNIVORA	URSIDAE	Ursus	Ursus_thibetanus	VU	decreasing	1	1	0.89005216	0.579760615	1920	786	1.442748092	0.893123673	0.535206318	0.428664781	99714.19	11.51006327	12
RODENTIA	MURIDAE	Vandeleuria	Vandeleuria_oleracea	LC	stable	0	0	0.963151065	0.848565075	55	13	3.230769231	1.442383828	0.135035006	0.126663492	141.0605074	4.949188929	5
RODENTIA	MURIDAE	Vernaya	Vernaya_fulva	LC	unknown	0	NA	0.252485212	0.240634911	631	124	4.088709677	1.627024297	0.049245973	0.048071785	24.85	3.212857753	3
CHIROPTERA	VESPERTILIONIDAE	Vespertilio	Vespertilio_murinus	LC	stable	0	0	0.783899371	0.441553625	10912	6123	0.782132941	0.577810929	0.775320882	0.573981185	15.42	2.735665368	3
CHIROPTERA	VESPERTILIONIDAE	Vespertilio	Vespertilio_sinensis	LC	unknown	0	NA	0.901710805	0.447441317	1813	324	4.595679012	1.721994695	1.015260486	0.70074846	24.3	3.19047635	3
CARNIVORA	VIVERRIDAE	Viverra	Viverra_megaspila	EN	decreasing	1	1	0.960852959	0.808507621	45	15	2	1.098612289	0.188427833	0.172631285	9250	9.132378831	9
CARNIVORA	VIVERRIDAE	Viverra	Viverra_zibetha	LC	decreasing	0	1	0.939334076	0.754634286	341	129	1.643410853	0.972070073	0.244754041	0.218937953	9148.77	9.121374723	9
CARNIVORA	VIVERRIDAE	Viverricula	Viverricula_indica	LC	stable	0	0	0.939962404	0.742255069	564	278	1.028776978	0.707433138	0.266360371	0.236146936	2918.88	7.97895526	8
RODENTIA	CRICETIDAE	Volemys	Volemys_millicens	NT	decreasing	0	1	0.631844595	0.846402629	20	185	-0.891891892	-2.224623552	-0.253494055	-0.292351698	60.64641072	4.105060453	4
CARNIVORA	MUSTELIDAE	Vormela	Vormela_peregusna	VU	decreasing	1	1	0.766628862	0.634547041	6029	5575	0.081434978	0.078288842	0.208151346	0.189091378	594.13	6.387098151	6
CARNIVORA	CANIDAE	Vulpes	Vulpes_bengalensis	LC	decreasing	0	1	0.588214323	0.613781777	213	340	-0.373529412	-0.467653452	-0.04165561	-0.042548077	2514.4	7.829789485	8
CARNIVORA	CANIDAE	Vulpes	Vulpes_cana	LC	stable	0	0	0.846541688	0.716380433	1683	1363	0.234776229	0.210889762	0.181692923	0.166948091	988.5	6.896188643	7
CARNIVORA	CANIDAE	Vulpes	Vulpes_corsac	LC	unknown	0	NA	0.787910565	0.725991877	5495	5405	0.016651249	0.016514137	0.085288404	0.081845762	2615.33	7.869145564	8
CARNIVORA	CANIDAE	Vulpes	Vulpes_ferrilata	LC	unknown	0	NA	0.684049797	0.6883875	1426	1116	0.277777778	0.245122458	-0.006301253	-0.006321189	5543.74	8.620424642	9
CARNIVORA	CANIDAE	Vulpes	Vulpes_rueppellii	LC	stable	0	0	0.366711043	0.344351597	7831	4845	0.61630547	0.48014297	0.064932025	0.062910971	3249.97	8.086401045	8
CARNIVORA	CANIDAE	Vulpes	Vulpes_vulpes	LC	stable	0	0	0.908263937	0.699235572	21592	18352	0.176547515	0.162584315	0.298938403	0.261547318	4820.36	8.480603893	8
CARNIVORA	CANIDAE	Vulpes	Vulpes_zerda	LC	stable	0	0	0.186746914	0.181865066	10496	4756	1.206896552	0.791587253	0.026843245	0.026489285	1317.13	7.183210406	7
RODENTIA	SCIURIDAE	Xerus	Xerus_erythropus	LC	stable	0	0	0.658689885	0.901059303	4	12	-0.666666667	-1.098612289	-0.268982759	-0.313318234	602.23	6.400639432	6
